ticker,name_en,name_ko,market,sector_ko,fiscal_year,headcount,men,women,women_share,tenure_years,tenure_years_men,tenure_years_women,tenure_ratio_women_to_men,annual_pay_per_person_krw_men,annual_pay_per_person_krw_women,pay_ratio_women_to_men,pay_ratio_withheld_reason,close_price_krw,market_cap_krw,listed_shares,price_as_of
200470,"APACT Co., Ltd.",에이팩트,KOSDAQ,전자부품·컴퓨터·통신장비,2025,440,314,126,0.286,6.64,7.14,5.39,0.755,48318471.34,40619047.62,0.841,,6220,272582518320,43823556,20260908
472850,"POND GROUP CO., LTD.",폰드그룹,KOSDAQ,소매업,2025,440,179,261,0.593,1.64,1.7,1.6,0.941,57000000,42000000,0.737,,4865,280086086980,57571652,20260908
118990,"MOTREX CO., LTD",모트렉스,KOSDAQ,자동차·트레일러,2025,440,354,86,0.195,4.93,5.08,4.33,0.852,74584000,53304000,0.715,,6110,149923336810,24537371,20260908
010820,"FIRSTEC CO.,LTD.",퍼스텍,KOSPI,금속가공제품,2025,439,425,14,0.032,14.65,15,4,0.267,60000000,36000000,0.6,,6000,292631628000,48771938,20260908
143160,"INTELLIGENT DIGITAL INTEGRATED SECURITY CO., LTD.",아이디스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,438,345,93,0.212,8.51,9,6.67,0.741,73000000,45000000,0.616,,16140,172962534600,10716390,20260908
122870,YG Entertainment Inc.,와이지엔터테인먼트,KOSDAQ,영상·오디오 제작,2025,438,150,288,0.658,3.95,5.08,3.36,0.661,82000000,50000000,0.61,,43450,812126079050,18691049,20260908
095610,"TESCO.,LTD.",테스,KOSDAQ,기타 기계·장비,2025,438,419,19,0.043,8.28,8.4,5.6,0.667,131000000,82000000,0.626,,148100,2867216000000,19360000,20260908
403550,"SOCAR, Inc.",쏘카,KOSPI,사업지원 서비스,2025,437,279,158,0.362,3.77,4.1,3.2,0.78,72000000,59000000,0.819,,11120,421892155040,37939942,20260908
000250,SAM CHUN DANG PHARM CO. LTD,삼천당제약,KOSDAQ,의료용 물질·의약품,2025,436,306,130,0.298,8.31,9.5,5.5,0.579,73000000,49000000,0.671,,162900,3821222188800,23457472,20260908
009470,"SAMWHA ELECTRIC CO.,LTD",삼화전기,KOSPI,전자부품·컴퓨터·통신장비,2025,434,198,236,0.544,11.72,15.17,8.83,0.582,69996000,48018000,0.686,,22800,150795096000,6613820,20260908
170790,"Piolink, Inc.",파이오링크,KOSDAQ,전자부품·컴퓨터·통신장비,2025,434,332,102,0.235,5.81,6.13,4.77,0.778,57716867.47,43000000,0.745,,8230,52650067050,6397335,20260908
036800,NICE INFORMATION & TELECOMMUNICATION INC.,나이스정보통신,KOSDAQ,통신업,2025,432,305,127,0.294,4.38,4.75,3.5,0.737,72854000,42483000,0.583,,7390,336245000000,45500000,20260908
027710,"FarmStory CO.,LTD.",팜스토리,KOSDAQ,식료품 제조,2025,431,319,112,0.26,11.64,12.17,10.13,0.832,72517241.38,46000000,0.634,,1130,125900758000,111416600,20260908
194480,Devsisters corporation,데브시스터즈,KOSDAQ,출판업,2025,431,196,235,0.545,2.49,2.58,2.42,0.938,78000000,58000000,0.744,,15420,187648293000,12169150,20260908
082920,"VITZROCELL Co.,Ltd.",비츠로셀,KOSDAQ,전기장비,2025,430,244,186,0.433,8.47,8.9,7.9,0.888,79000000,55000000,0.696,,27800,1254877460600,45139477,20260908
004780,DaeryukCan,대륙제관,KOSDAQ,금속가공제품,2025,427,320,107,0.251,8.75,9,8,0.889,51000000,46000000,0.902,,4290,68224723710,15903199,20260908
001540,"AHN-GOOK PHARMACEUTICAL Co., Ltd.",안국약품,KOSDAQ,의료용 물질·의약품,2025,424,266,158,0.373,4.6,5.22,3.55,0.68,66037000,46175000,0.699,,10240,133554380800,13042420,20260908
002200,"KOREA EXPORT PACKAGING INDUSTRIAL CO.,LTD",한국수출포장공업,KOSPI,펄프·종이 제조,2025,423,409,14,0.033,9.32,9.42,6.42,0.682,62519000,38577000,0.617,,2680,89779841880,33499941,20260908
336060,"WAVUS Co.,Ltd",웨이버스,KOSDAQ,출판업,2025,423,290,133,0.314,3.75,4.25,2.67,0.628,52881000,38158000,0.722,,3015,29037585600,9631040,20260908
079940,"GABIA,Inc.",가비아,KOSDAQ,출판업,2025,423,300,123,0.291,6.38,5.57,8.36,1.501,63000000,58000000,0.921,,42400,569037001600,13420684,20260908
060850,"YoungLimWon SoftLab. Co., Ltd.",영림원소프트랩,KOSDAQ,출판업,2025,422,256,166,0.393,7.79,8.38,6.87,0.82,71987000,55382000,0.769,,4630,37646530000,8131000,20260908
092440,KISHIN CORPORATION,기신정기,KOSPI,기타 기계·장비,2025,422,382,40,0.095,12.79,13.57,5.3,0.391,55678109.95,36882000,0.662,,1979,57786800000,29200000,20260908
001620,"KBI DONGKOOK IND CO., LTD",케이비아이동국실업,KOSPI,자동차·트레일러,2025,421,384,37,0.088,9.7,9.6,10.7,1.115,70000000,60000000,0.857,,2180,48523761080,22258606,20260908
014130,"HAN EXPRESS CO.,LTD",한익스프레스,KOSPI,육상운송,2025,420,343,77,0.183,8.02,8.08,7.75,0.959,58330776,39452620,0.676,,2600,30726495800,11817883,20260908
095500,"MNTECHCo.,Ltd.",미래나노텍,KOSDAQ,고무·플라스틱,2025,420,389,31,0.074,7.59,7.6,7.4,0.974,55000000,45000000,0.818,,6720,208387193280,31009999,20260908
030520,HANCOM INC.,한컴,KOSDAQ,출판업,2025,420,258,162,0.386,8.26,9.3,6.6,0.71,97000000,73000000,0.753,,16860,407670483840,24179744,20260908
017860,"DS DANSUK CO., LTD.",DS단석,KOSPI,화학물질·화학제품,2025,419,376,43,0.103,4.64,4.65,4.52,0.972,56515670.21,46757186.05,0.827,,11810,208489417540,17653634,20260908
030530,"WONIK HOLDINGS CO.,LTD.",원익홀딩스,KOSDAQ,화학물질·화학제품,2025,419,358,61,0.146,6.22,6.5,4.6,0.708,78000000,57000000,0.731,,22550,1741716471550,77237981,20260908
092790,"NEXTEEL CO.,LTD.",넥스틸,KOSPI,1차 금속,2025,419,402,17,0.041,5.55,5.6,4.3,0.768,57000000,44000000,0.772,,13130,341406260000,26002000,20260908
058430,"POSCO STEELEON Co.,Ltd.",포스코스틸리온,KOSPI,1차 금속,2025,418,383,35,0.084,16.33,17,9,0.529,109000000,78000000,0.716,,4725,283500000000,60000000,20260908
007210,BYUKSAN CORPORATION,벽산,KOSPI,비금속 광물제품,2025,416,375,41,0.099,11.14,11.63,6.7,0.576,73773333.33,49000000,0.664,,1427,93268720000,65360000,20260908
084010,"DAEHAN STEEL CO.,LTD",대한제강,KOSPI,1차 금속,2025,414,382,32,0.077,13.54,14,8,0.571,84000000,59000000,0.702,,8610,295939441560,34371596,20260908
003090,"DAEWOONG CO.,LTD",대웅,KOSPI,의료용 물질·의약품,2025,413,156,257,0.622,4.64,4.7,4.6,0.979,76000000,65000000,0.855,,16740,973296745200,58141980,20260908
012790,"SHINIL PHARMACEUTICAL CO., LTD.",신일제약,KOSDAQ,의료용 물질·의약품,2025,413,250,163,0.395,6.93,8,5.3,0.663,53753000,43879000,0.816,,6090,72997267350,11986415,20260908
001120,LX INTERNATIONAL CORP.,LX인터내셔널,KOSPI,도매·상품중개,2025,412,291,121,0.294,8.8,8.17,10.33,1.264,131000000,84000000,0.641,,39900,1546524000000,38760000,20260908
054210,"Elentec Co., Ltd",이랜텍,KOSDAQ,전자부품·컴퓨터·통신장비,2025,412,332,80,0.194,6.39,6.7,5.1,0.761,61823000,47536000,0.769,,6850,173244788500,25291210,20260908
058610,"SPG CO., LTD",에스피지,KOSDAQ,전기장비,2025,411,311,100,0.243,7.79,7.6,8.4,1.105,61038000,44352000,0.727,,91300,2024792968000,22177360,20260908
051370,"INTERFLEX CO., LTD.",인터플렉스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,411,345,66,0.161,5.5,5.4,6,1.111,51000000,42000000,0.824,,6250,145796700000,23327472,20260908
900340,WING YIP FOOD HOLDINGS GROUP LIMITED,윙입푸드,KOSDAQ,금융업,2025,410,231,179,0.437,8.22,8.54,7.81,0.915,22752627.71,20994301.68,0.923,,1349,48001105468,35582732,20260908
475150,"SK eternix Co., Ltd.",SK이터닉스,KOSPI,종합 건설,2025,410,410,,,5.92,5.92,,,85500000,,,not reported,51000,1737417204000,34067004,20260908
039440,Systems Technology Incorporated,에스티아이,KOSDAQ,기타 기계·장비,2025,407,372,35,0.086,7.44,7.61,5.64,0.741,77060000,49991000,0.649,,19380,300526570860,15507047,20260908
211050,"INCAR FINANCIAL SERVICE Co.,Ltd.",인카금융서비스,KOSDAQ,금융·보험 관련 서비스,2025,407,158,249,0.612,5.31,4.5,5.83,1.296,85417000,53582000,0.627,,10600,522194764200,49263657,20260908
095340,"ISC Co., LTD.",ISC,KOSDAQ,도매·상품중개,2025,407,271,136,0.334,9.03,8.8,9.5,1.08,69000000,52000000,0.754,,183000,3879061614000,21197058,20260908
083930,"AVACOCO.,LTD.",아바코,KOSDAQ,기타 기계·장비,2025,406,385,21,0.052,8.51,8.7,5,0.575,75000000,40000000,0.533,,11590,170109315910,14677249,20260908
124560,"Taewoong Logistics Co., Ltd.",태웅로직스,KOSDAQ,창고·운송 관련,2025,405,176,229,0.565,4.81,5.14,4.56,0.887,74769753.47,52562608.73,0.703,,1992,77131855512,38720811,20260908
138490,"KOLON ENP, INC.",코오롱이앤피,,화학물질·화학제품,2025,405,340,65,0.16,9.8,9.8,9.8,1,91000000,70000000,0.769,,,,,
122990,"WiSoL Co.,LTD.",와이솔,KOSDAQ,전자부품·컴퓨터·통신장비,2025,404,300,104,0.257,6.38,6.3,6.6,1.048,61000000,42000000,0.689,,6300,161582897700,25648079,20260908
005160,DONGKUK INDUSTRIES COMPANY,동국산업,KOSDAQ,1차 금속,2025,404,385,19,0.047,14.26,14.5,9.5,0.655,78697000,50921000,0.647,,2505,135882427410,54244482,20260908
001130,"DAEHAN FLOUR MILL CO.,LTD",대한제분,KOSPI,식료품 제조,2025,404,336,68,0.168,13.28,13.68,11.33,0.828,88334467.26,64946000,0.735,,11570,195533000000,16900000,20260908
089470,"HDC Hyundai Engineering Plastics Co., Ltd.",HDC현대EP,KOSPI,화학물질·화학제품,2025,403,356,47,0.117,10.07,10.41,7.51,0.721,72488764.04,52489361.7,0.724,,3875,123612500000,31900000,20260908
192440,"Spigen Korea Co., Ltd",슈피겐코리아,KOSDAQ,기타 제품 제조,2025,403,187,216,0.536,5.32,5.8,4.9,0.845,74000000,59000000,0.797,,30000,186490890000,6216363,20260908
002880,"DYA CO.,LTD",디와이에이,KOSPI,자동차·트레일러,2025,403,388,15,0.037,12.85,13,8.93,0.687,81226682.99,65568333.33,0.807,,753,35220818235,46773995,20260908
217590,"TMC Co., Ltd.",티엠씨,KOSPI,전기장비,2025,402,371,31,0.077,7.84,7.8,8.3,1.064,65000000,49000000,0.754,,10490,252748420250,24094225,20260908
192650,"DREAMTECH CO.,LTD.",드림텍,KOSPI,전자부품·컴퓨터·통신장비,2025,401,227,174,0.434,5.53,5.7,5.3,0.93,70247000,37845000,0.539,,6180,407180603220,65886829,20260908
089600,"kt nasmedia Co., Ltd.",KT나스미디어,KOSDAQ,전문서비스업,2025,400,165,235,0.588,6.24,6.83,5.82,0.852,71000000,60000000,0.845,,12870,148882257810,11568163,20260908
004310,"HYUNDAI PHARMACEUTICAL CO., LTD",현대약품,KOSPI,의료용 물질·의약품,2025,399,313,86,0.216,9.45,9.26,10.13,1.094,74971993.61,59943395.35,0.8,,10440,334080000000,32000000,20260908
101160,"WORLDEXINDUSTRY&TRADINGCO.,LTD",월덱스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,399,304,95,0.238,5.08,5.41,4.03,0.745,59722000,50372000,0.843,,29900,493678690700,16510993,20260908
298540,"THE NATURE HOLDINGS CO., LTD",더네이쳐홀딩스,KOSDAQ,의복 제조,2025,399,184,215,0.539,2.67,3.17,2.25,0.71,53000000,39000000,0.736,,6510,94306372860,14486386,20260908
037760,"CENIT CO., LTD",쎄니트,KOSDAQ,1차 금속,2025,398,260,138,0.347,3.18,3.89,1.83,0.47,45402891.9,29866748.09,0.658,,2355,79676528955,33832921,20260908
348370,"Enchem Co., Ltd.",엔켐,KOSDAQ,화학물질·화학제품,2025,398,341,57,0.143,2.91,3,2.4,0.8,65000000,48000000,0.738,,21050,461226423700,21910994,20260908
206650,"EuBiologics Co., Ltd.",유바이오로직스,KOSDAQ,의료용 물질·의약품,2025,397,255,142,0.358,4.33,4.66,3.74,0.803,63658823.53,55795774.65,0.876,,8500,312394609500,36752307,20260908
339950,"IBKIMYOUNG CO.,LTD.",아이비김영,KOSDAQ,교육서비스업,2025,397,180,217,0.547,4.83,6.83,3.17,0.464,53000000,31000000,0.585,,2510,112816104050,44946655,20260908
108380,"DAEYANG ELECTRIC CO.,LTD",대양전기공업,KOSDAQ,기타 운송장비,2025,396,335,61,0.154,12.69,13.39,8.85,0.661,63035820.9,47885245.9,0.76,,18500,176995660500,9567333,20260908
223250,DreamCIS INC.,드림씨아이에스,KOSDAQ,연구개발업,2025,395,80,315,0.797,4,3.6,4.1,1.139,61053000,53552000,0.877,,3450,84871531800,24600444,20260908
097800,WINPAC INC.,윈팩,KOSDAQ,전자부품·컴퓨터·통신장비,2025,395,277,118,0.299,4.25,4.25,4.25,1,50000000,43000000,0.86,,1951,53242877795,27290045,20260908
054670,"Daehan Nupharm Co.,Ltd.",대한뉴팜,KOSDAQ,의료용 물질·의약품,2025,393,229,164,0.417,6.75,7.95,5.08,0.639,72192401.75,48574073.17,0.673,,5670,81392396400,14354920,20260908
484120,"DOWOOINSYS Co., LTD.",도우인시스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,393,233,160,0.407,3.01,3.27,2.64,0.807,55806866.95,45856250,0.822,,19980,218929291560,10957422,20260908
086670,"BMTCo.,Ltd.",비엠티,KOSDAQ,기타 기계·장비,2025,392,331,61,0.156,6.68,6.58,7.25,1.102,48690000,42915000,0.881,,16930,168045233050,9925885,20260908
066590,"SMOTRONIC CO., LTD.",스모트로닉,KOSDAQ,자동차·트레일러,2025,392,299,93,0.237,6.46,6.58,6.09,0.926,62902000,53300000,0.847,,2315,89539424155,38677937,20260908
140860,Park Systems Corp.,파크시스템스,KOSDAQ,의료·정밀·광학기기,2025,392,273,119,0.304,4.7,5,4,0.8,68000000,55000000,0.809,,262500,1838148112500,7002469,20260908
080420,"Moda-InnoChips Co., Ltd.",모다이노칩,KOSDAQ,소매업,2025,392,246,146,0.372,5.52,5.95,4.8,0.807,50821138.21,31136986.3,0.613,,1685,134330933070,79721622,20260908
200710,"ADTechnology Co., Ltd.",에이디테크놀로지,KOSDAQ,전자부품·컴퓨터·통신장비,2025,391,295,96,0.246,3.45,3.4,3.6,1.059,64000000,60000000,0.938,,25200,339242576400,13462007,20260908
900250,"China Crystal New Material Holdings Co., Ltd.",크리스탈신소재,KOSDAQ,금융업,2025,388,262,126,0.325,4.99,5.12,4.73,0.924,47361900.76,41530777.78,0.877,,1201,43013816201,35815001,20260908
199480,"Bankware Global Co., Ltd.",뱅크웨어글로벌,KOSDAQ,출판업,2025,388,273,115,0.296,5.19,5.34,4.82,0.903,76622710.62,53365217.39,0.696,,3865,39409812620,10196588,20260908
149950,"AVATEC CO.,LTD.",아바텍,KOSDAQ,전자부품·컴퓨터·통신장비,2025,387,337,50,0.129,7.03,7.4,4.5,0.608,59188000,42852000,0.724,,8810,120412463430,13667703,20260908
016090,"DAEHYUN CO.,LTD",대현,KOSPI,의복 제조,2025,387,138,249,0.643,6.88,8.3,6.1,0.735,60000000,60000000,1,,1435,63545114850,44282310,20260908
045660,"ATEC CO.,Ltd",에이텍,KOSDAQ,기타 기계·장비,2025,387,369,18,0.047,7.93,8.06,5.33,0.661,52281842.82,40555555.56,0.776,,9260,76487600000,8260000,20260908
143240,"Saramin Co., Ltd.",사람인,KOSDAQ,정보서비스업,2025,385,218,167,0.434,7.38,7.54,7.17,0.951,74364192.66,55132550.9,0.741,,17010,182563754310,10732731,20260908
123330,"Genic Co.,Ltd",제닉,KOSDAQ,화학물질·화학제품,2025,385,66,319,0.829,3.84,5.5,3.5,0.636,66000000,35000000,0.53,,27650,220334002000,7968680,20260908
002100,KYUNGNONG CORPORATION,경농,KOSPI,화학물질·화학제품,2025,385,314,71,0.184,9.05,9.2,8.4,0.913,64641000,50197000,0.777,,9220,179998141500,19522575,20260908
006110,"SAMA ALUMINIUM CO.,LTD",삼아알미늄,KOSPI,1차 금속,2025,383,338,45,0.117,13.09,13.47,10.22,0.759,63621642.01,46795266.67,0.736,,66700,1008734448500,15123455,20260908
117580,"DAESUNG ENERGY CO.,LTD",대성에너지,KOSPI,전기·가스·증기,2025,383,356,27,0.07,20.72,21,17.08,0.813,92000000,76000000,0.826,,7100,195250000000,27500000,20260908
192080,"DoubleUGames Co., Ltd.",더블유게임즈,KOSPI,출판업,2025,383,259,124,0.324,5.59,5.75,5.25,0.913,109000000,77000000,0.706,,56100,1187831554800,21173468,20260908
052400,"KONA I CO., LTD.",코나아이,KOSDAQ,출판업,2025,383,222,161,0.42,6.69,7.98,4.92,0.617,77000000,52000000,0.675,,36300,528647463300,14563291,20260908
214680,DRTECH Corporation,디알텍,KOSDAQ,의료·정밀·광학기기,2025,381,305,76,0.199,3.96,4.1,3.4,0.829,54000000,45000000,0.833,,960,80137973760,83477056,20260908
003570,"SNT DYNAMICS CO.,Ltd",SNT다이내믹스,KOSPI,자동차·트레일러,2025,381,358,23,0.06,15.4,15.1,20.1,1.331,84448000,66266000,0.785,,28650,952689769050,33252697,20260908
033920,Muhak,무학,KOSPI,음료 제조,2025,380,213,167,0.439,1.8,1.8,1.8,1,53000000,33000000,0.623,,7660,218310000000,28500000,20260908
008040,"SAJODONGAONE CO.,LTD",사조동아원,KOSPI,식료품 제조,2025,379,345,34,0.09,10.88,11.23,7.35,0.654,73099103.78,47723110,0.653,,8310,117291162600,14114460,20260908
023810,INFAC CORPORATION,인팩,KOSPI,자동차·트레일러,2025,378,300,78,0.206,9.2,8.36,12.43,1.487,68646666.67,58512820.51,0.852,,5090,50900000000,10000000,20260908
005800,SHINYOUNG WACOAL INC,신영와코루,KOSPI,의복 제조,2025,378,177,201,0.532,12.92,14.25,11.75,0.825,56000000,43000000,0.768,,13570,122130000000,9000000,20260908
070960,"MONA YONGPYONG CO.,LTD",모나용평,KOSPI,숙박업,2025,378,271,107,0.283,11.09,11.49,10.09,0.878,49623616.24,39953271.03,0.805,,1990,95785332670,48133333,20260908
011370,Seohan,서한,KOSDAQ,종합 건설,2025,378,348,30,0.079,6.13,6.5,1.9,0.292,70741000,30251000,0.428,,3930,79303363890,20178973,20260908
054050,"NH NONGWOOBIO CO., LTD.",NH농우바이오,KOSDAQ,농업,2025,378,254,124,0.328,12.61,13.38,11.03,0.824,87000000,57000000,0.655,,7030,112694843830,16030561,20260908
012280,"YEONGHWA METAL CO.,LTD",영화금속,KOSPI,자동차·트레일러,2025,377,359,18,0.048,10.21,10.06,13.17,1.309,84014.48,53773.44,0.64,,3895,38579589395,9904901,20260908
200670,"Humedix Co., Ltd.",휴메딕스,KOSDAQ,의료용 물질·의약품,2025,377,229,148,0.393,4.29,4.8,3.5,0.729,63000000,47000000,0.746,,26400,296470152000,11229930,20260908
128820,"DAESUNG INDUSTRIAL CO., LTD.",대성산업,KOSPI,소매업,2025,375,317,58,0.155,8.92,9.13,7.8,0.854,58968454.26,45965517.24,0.779,,4185,189310475430,45235478,20260908
053270,"GUYOUNG TECHNOLOGY CO., LTD.",구영테크,KOSDAQ,자동차·트레일러,2025,375,357,18,0.048,7.75,7.89,4.89,0.62,61713784.31,56359222.22,0.913,,2040,55917226200,27410405,20260908
008470,"BOOSTER CO., LTD.",부스타,KOSDAQ,금속가공제품,2025,374,354,20,0.053,9.1,9.2,7.4,0.804,53000000,34000000,0.642,,1691,28425033600,16809600,20260908
090850,"HYUNDAI EZWEL CO., LTD.",현대이지웰,KOSDAQ,출판업,2025,374,154,220,0.588,5.9,6.83,5.25,0.769,75711758,49867382,0.659,,4980,111939956940,22477903,20260908
144960,"New Power Plasma Co.,Ltd",뉴파워프라즈마,KOSDAQ,기타 기계·장비,2025,373,297,76,0.204,6.42,6.2,7.3,1.177,82977000,72003000,0.868,,8890,388427427360,43692624,20260908
053210,"KT Skylife Co.,Ltd.",케이티스카이라이프,KOSPI,방송업,2025,373,289,84,0.225,14.21,14.83,12.08,0.815,105607000,88327000,0.836,,4055,192705582525,47522955,20260908
261200,"DENTIS CO.,LTD",덴티스,KOSDAQ,의료·정밀·광학기기,2025,371,261,110,0.296,5.05,4.96,5.27,1.063,59369000,37915000,0.639,,2530,39998541000,15809700,20260908
065680,"UJU ELECTRONICS CO., LTD",우주일렉트로,KOSDAQ,전자부품·컴퓨터·통신장비,2025,371,328,43,0.116,9.76,9.72,10.08,1.037,65000000,51000000,0.785,,22950,212068809450,9240471,20260908
123570,EMNET INC.,이엠넷,KOSDAQ,전문서비스업,2025,371,128,243,0.655,7497965.6,6017307,8277901,1.376,47010000,34065000,0.725,,1625,36198626750,22276078,20260908
041830,"InBody Co., Ltd.",인바디,KOSDAQ,의료·정밀·광학기기,2025,370,233,137,0.37,4.46,4.9,3.7,0.755,55000000,49000000,0.891,,58400,787283508800,13480882,20260908
017550,"SOOSAN CEBOTICS CO., LTD",수산세보틱스,KOSPI,기타 기계·장비,2025,370,335,35,0.095,10.94,11.05,9.88,0.894,53504477.61,47114285.71,0.881,,1872,116811171360,62399130,20260908
105740,DK-Lok Corporation,디케이락,KOSDAQ,기타 기계·장비,2025,370,301,69,0.186,5.61,5.08,7.92,1.559,59000000,52000000,0.881,,7880,80127882440,10168513,20260908
145210,"Dynamic Design Co., LTD.",다이나믹디자인,KOSPI,기타 기계·장비,2025,370,300,70,0.189,6.11,6.2,5.7,0.919,47000000,39000000,0.83,,2240,9461011840,4223666,20260908
002800,"SINSIN PHARMACEUTICAL Co., LTD.",신신제약,KOSDAQ,의료용 물질·의약품,2025,369,244,125,0.339,6.69,7.21,5.68,0.788,66000000,48000000,0.727,,4625,70163562500,15170500,20260908
067080,"DAE HWA PHARM CO., LTD",대화제약,KOSDAQ,의료용 물질·의약품,2025,369,193,176,0.477,6.71,7.9,5.4,0.684,54939000,41152000,0.749,,10980,204410817000,18616650,20260908
122900,iMarketKorea Inc.,아이마켓코리아,KOSPI,도매·상품중개,2025,369,221,148,0.401,10.86,11.9,9.3,0.782,80000000,55000000,0.688,,8110,271107892400,33428840,20260908
109610,"SY CO., LTD.",에스와이,KOSDAQ,금속가공제품,2025,368,317,51,0.139,4.7,4.8,4.1,0.854,38158000,31684000,0.83,,1999,97765892600,48907400,20260908
007530,"YM CO., LTD.",와이엠,KOSDAQ,금속가공제품,2025,367,289,78,0.213,7.02,7.5,5.25,0.7,64583000,61773000,0.956,,1570,34939142670,22254231,20260908
461300,"i-Scream Media CO., LTD.",아이스크림미디어,KOSDAQ,출판업,2025,366,124,242,0.661,4.21,4.3,4.16,0.967,84282258.06,58301652.89,0.692,,18960,252811369680,13333933,20260908
014280,"KUMKANG KIND CO.,LTD",금강공업,KOSPI,1차 금속,2025,365,330,35,0.096,10.86,10.91,10.43,0.956,72270893.94,58145085.71,0.805,,4345,127436056165,29329357,20260908
079960,DONGYANG E&P INC.,동양이엔피,KOSDAQ,전기장비,2025,365,324,41,0.112,10.73,10.8,10.2,0.944,67755000,40443000,0.597,,17660,133362280280,7551658,20260908
049950,meerecompanyIncorporated,미래컴퍼니,KOSDAQ,기타 기계·장비,2025,364,320,44,0.121,7.17,7.49,4.83,0.645,66000000,45000000,0.682,,10320,91000562880,8817884,20260908
002460,"HS HWASUNG CO., LTD.",HS화성,KOSPI,종합 건설,2025,364,319,45,0.124,7.89,7.57,10.13,1.338,69727272.73,49400000,0.708,,10790,109518500000,10150000,20260908
210540,DY POWER Corporation,디와이파워,KOSPI,기타 기계·장비,2025,363,347,16,0.044,18.62,18.92,12.17,0.643,83000000,61000000,0.735,,11430,126206722440,11041708,20260908
018470,"CHOIL ALUMINUM CO., LTD",조일알미늄,KOSPI,1차 금속,2025,363,337,26,0.072,13.86,14,12,0.857,63218000,46429000,0.734,,973,123212664533,126631721,20260908
094850,"Very Good Tour Co.,Ltd.",참좋은여행,KOSDAQ,사업시설 관리,2025,363,100,263,0.725,5.02,5.6,4.8,0.857,56000000,45000000,0.804,,4380,61320000000,14000000,20260908
011040,KyungdongPharm,경동제약,KOSDAQ,의료용 물질·의약품,2025,363,185,178,0.49,10.2,12.33,7.99,0.648,63063038,48735782,0.773,,5120,157536081920,30768766,20260908
036010,"ABCO ELECTRONICS CO., LTD.",아비코전자,KOSDAQ,전자부품·컴퓨터·통신장비,2025,363,234,129,0.355,8.56,9.48,6.9,0.728,48316508.55,39488868.22,0.817,,6950,92385891300,13292934,20260908
237880,"CLIO Cosmetics Co., Ltd",클리오,KOSDAQ,화학물질·화학제품,2025,363,49,314,0.865,3.97,6.19,3.62,0.585,67061224.49,43331210.19,0.646,,11900,215049100700,18071353,20260908
064550,BIONEERCORPORATION,바이오니아,KOSDAQ,의료용 물질·의약품,2025,362,211,151,0.417,7.08,7.51,6.49,0.864,57549763.03,45205298.01,0.785,,10370,267652717670,25810291,20260908
067000,JoyCity Corporation,조이시티,KOSDAQ,출판업,2025,362,263,99,0.273,5.14,5.3,4.7,0.887,73000000,61000000,0.836,,1154,80668576684,69903446,20260908
011150,CJ SEAFOOD CORPORATION,CJ씨푸드,KOSPI,식료품 제조,2025,360,183,177,0.492,9.27,10.5,8,0.762,56000000,31000000,0.554,,1999,71825615227,35930773,20260908
230360,"ECHOMARKETING Co.,Ltd.",에코마케팅,,전문서비스업,2025,360,93,267,0.742,2.25,2.25,2.25,1,50575000,49626000,0.981,,,,,
007820,MX Robotics Inc.,엠엑스로보틱스,KOSDAQ,기타 기계·장비,2025,359,299,60,0.167,5.28,5.5,4.2,0.764,76572000,60083000,0.785,,3655,85247096445,23323419,20260908
122310,"GENORAY Co., LTD.",제노레이,KOSDAQ,의료·정밀·광학기기,2025,358,297,61,0.17,4.89,5.17,3.5,0.677,59000000,45000000,0.763,,3275,47663839100,14553844,20260908
078150,"HB Technology CO.,LTD.",HB테크놀러지,KOSDAQ,기타 기계·장비,2025,358,326,32,0.089,4.81,4.86,4.25,0.874,60785276.07,40968750,0.674,,1995,189368987010,94921798,20260908
259630,mPlus Corp,엠플러스,KOSDAQ,기타 기계·장비,2025,358,302,56,0.156,4.5,4.67,3.58,0.767,66000000,49000000,0.742,,9120,111468251520,12222396,20260908
078600,"DaejooElectronicMaterialsCo.,Ltd.",대주전자재료,KOSDAQ,전자부품·컴퓨터·통신장비,2025,357,310,47,0.132,6.87,7,6,0.857,70000000,60000000,0.857,,83100,1305013867800,15704138,20260908
010780,"IS DONGSEO CO., LTD.",아이에스동서,KOSPI,비금속 광물제품,2025,357,310,47,0.132,8.69,9.12,5.89,0.646,81016129.03,54829787.23,0.677,,15570,470011216320,30186976,20260908
067830,SAVEZONE I&C Corp.,세이브존I&C,KOSPI,소매업,2025,356,147,209,0.587,7.64,7.18,7.96,1.109,53297000,32240000,0.605,,2405,98703352475,41040895,20260908
057030,"YBM NET, Inc.",YBM넷,KOSDAQ,교육서비스업,2025,356,132,224,0.629,8.48,9.9,7.64,0.772,47663147.36,37023971.32,0.777,,2100,34256663700,16312697,20260908
085660,"Chabiotech Co.,Ltd.",차바이오텍,KOSDAQ,의료용 물질·의약품,2025,354,141,213,0.602,4.94,5.12,4.82,0.941,56152000,48373000,0.861,,8130,755869237980,92972846,20260908
