ticker,name_en,name_ko,market,sector_ko,fiscal_year,headcount,men,women,women_share,tenure_years,tenure_years_men,tenure_years_women,tenure_ratio_women_to_men,annual_pay_per_person_krw_men,annual_pay_per_person_krw_women,pay_ratio_women_to_men,pay_ratio_withheld_reason,close_price_krw,market_cap_krw,listed_shares,price_as_of
381620,"ZENIX ROBOTICS CO.,LTD",제닉스로보틱스,KOSDAQ,기타 기계·장비,2025,190,176,14,0.074,3.57,3.67,2.25,0.613,44751000,35049000,0.783,,5980,78445161600,13117920,20260909
086890,"ISU Abxis Co., Ltd.",이수앱지스,KOSDAQ,의료용 물질·의약품,2025,190,95,95,0.5,4.91,5.31,4.5,0.847,66842105.26,53042105.26,0.794,,3445,140469675190,40774942,20260909
093920,"SEOWONINTECH.CO.,LTD",서원인텍,KOSDAQ,전자부품·컴퓨터·통신장비,2025,189,117,72,0.381,11.12,11.92,9.83,0.825,47206000,32588000,0.69,,4845,90117000000,18600000,20260909
073110,"LMS Co.,Ltd.",엘엠에스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,189,153,36,0.19,7.79,8.33,5.5,0.66,53000000,44000000,0.83,,5080,45190435400,8895755,20260909
004450,"SAMHWA CROWN & CLOSURE CO.,LTD",삼화왕관,KOSPI,금속가공제품,2025,189,170,19,0.101,13.97,13.9,14.6,1.05,90000000,49000000,0.544,,28700,61830677300,2154379,20260909
352090,"Stormtec Co.,Ltd",스톰테크,KOSDAQ,고무·플라스틱,2025,189,34,155,0.82,7.02,8.83,6.62,0.75,63382617.65,41829296.77,0.66,,3715,99833187570,26872998,20260909
060570,Dreamus Company,드림어스컴퍼니,KOSDAQ,방송업,2025,189,83,106,0.561,4.18,4.8,3.7,0.771,78000000,55000000,0.705,,3805,56391294770,14820314,20260909
017000,ShinwonConstruction,신원종합개발,KOSDAQ,종합 건설,2025,189,172,17,0.09,4.41,4.39,4.61,1.05,60947674.42,41647058.82,0.683,,2400,28003264800,11668027,20260909
005670,FOODWELL CORPORATION,푸드웰,KOSDAQ,식료품 제조,2025,188,109,79,0.42,9.52,9.1,10.1,1.11,56143000,43682000,0.778,,6300,63000000000,10000000,20260909
224760,"NSCompany CO., LTD.",엔에스컴퍼니,KONEX,종합 건설,2025,188,174,14,0.074,4.9,5.13,2.1,0.409,48464263.75,28956725.86,0.597,,2535,9987139500,3939700,20260909
147760,Protec Mems Technology Inc.,피엠티,KOSDAQ,의료·정밀·광학기기,2025,188,164,24,0.128,5.19,5.58,2.5,0.448,58000000,39000000,0.672,,3115,62300000000,20000000,20260909
044990,H&SHigh Tech Corp.,에이치엔에스하이텍,KOSDAQ,전자부품·컴퓨터·통신장비,2025,188,143,45,0.239,5.48,5.88,4.19,0.713,62174825.17,46466666.67,0.747,,10800,83002590000,7685425,20260909
068790,"DMS Co.,Ltd.",DMS,KOSDAQ,기타 기계·장비,2025,188,154,34,0.181,6.39,7,3.6,0.514,66000000,46000000,0.697,,6740,152123309760,22570224,20260909
099430,"BioPlus Co., Ltd",바이오플러스,KOSDAQ,의료용 물질·의약품,2025,187,108,79,0.422,1.66,1.61,1.74,1.081,70858500,47358000,0.668,,3330,205263604260,61640722,20260909
042110,"SCD CO.,LTD.",에스씨디,KOSDAQ,전기장비,2025,187,118,69,0.369,11.21,11.08,11.42,1.031,67000000,49000000,0.731,,1031,49827780484,48329564,20260909
039830,AURORA WORLD Corporation,오로라,KOSDAQ,기타 과학기술 서비스,2025,187,92,95,0.508,6.54,6.22,6.85,1.101,47000000,41000000,0.872,,14500,156061905000,10762890,20260909
396300,"SeA Mechanics Co., LTD",세아메카닉스,KOSDAQ,금속가공제품,2025,187,161,26,0.139,7.74,8.1,5.5,0.679,51000000,33000000,0.647,,5070,134301765000,26489500,20260909
172670,"ALT Co.,Ltd.",에이엘티,KOSDAQ,전자부품·컴퓨터·통신장비,2025,187,111,76,0.406,4.85,4.4,5.5,1.25,62000000,46000000,0.742,,10990,98473246410,8960259,20260909
084440,UBION CO.LTD.,유비온,KOSDAQ,출판업,2025,187,103,84,0.449,5.62,6.2,4.9,0.79,47604000,33689000,0.708,,1196,22882375516,19132421,20260909
100700,"SEWOONMEDICAL CO,. LTD.",세운메디칼,KOSDAQ,의료용 물질·의약품,2025,187,93,94,0.503,10.43,8.67,12.17,1.404,50623000,41539000,0.821,,2400,105120000000,43800000,20260909
261520,"EGIS Co., Ltd",이지스,KOSDAQ,출판업,2025,186,123,63,0.339,4.43,4.88,3.55,0.727,5054000,3451000,0.683,,5510,56630678000,10277800,20260909
005690,"Pharmicell Co.,Ltd.",파미셀,KOSPI,전자부품·컴퓨터·통신장비,2025,186,144,42,0.226,5.34,5.59,4.5,0.805,78562500,48000000,0.611,,10770,646243230780,60004014,20260909
212560,"NEOOTO CO.,LTD.",네오오토,KOSDAQ,자동차·트레일러,2025,186,178,8,0.043,5.43,5.19,10.78,2.077,65106741.57,71000000,1.091,,12350,166556397800,13486348,20260909
435570,"ERCOHS Agricultural Corporation Co., Ltd.",에르코스,KOSDAQ,식료품 제조,2025,186,75,111,0.597,0.21,0.18,0.23,1.278,39000000,32000000,0.821,,7150,54461428450,7616983,20260909
340930,"SUNGWON ENER TECH CO., LTD.",성원에너텍,KOSDAQ,기타 기계·장비,2025,186,167,19,0.102,3.6,3.7,2.7,0.73,41000000,29000000,0.707,,806,55513882710,68875785,20260909
371950,"POONGWON PRECISION Co.,Ltd.",풍원정밀,KOSDAQ,전자부품·컴퓨터·통신장비,2025,185,162,23,0.124,5.66,5.2,8.9,1.712,53000000,44000000,0.83,,2795,65864202950,23565010,20260909
112290,"YCCHEM CO., LTD.",와이씨켐,KOSDAQ,화학물질·화학제품,2025,185,153,32,0.173,6.45,6.42,6.58,1.025,73478000,39175000,0.533,,9790,197964471100,20221090,20260909
086520,"ECOPRO CO.,LTD",에코프로,KOSDAQ,금융업,2025,185,142,43,0.232,4.96,4.8,5.5,1.146,126000000,88000000,0.698,,86800,11785369993600,135776152,20260909
336680,"TOP RUN TOTAL SOLUTION CO.,LTD",탑런토탈솔루션,KOSDAQ,전자부품·컴퓨터·통신장비,2025,185,155,30,0.162,6.82,7.01,5.82,0.83,60141121.34,35133360.03,0.584,,2915,114109301570,39145558,20260909
047920,"HLB PHARMACEUTICAL CO., LTD.",HLB제약,KOSDAQ,연구개발업,2025,185,93,92,0.497,4.33,3.17,5.5,1.735,60406000,47500000,0.786,,6870,225331575720,32799356,20260909
487570,HS HYOSUNG Corporation,HS효성,KOSPI,금융업,2025,185,119,66,0.357,1.07,1,1.2,1.2,67000000,46000000,0.687,,48750,181638941250,3725927,20260909
011090,"ENEX CO.,LTD",에넥스,KOSPI,가구 제조,2025,184,155,29,0.158,13.36,13.8,11,0.797,54396000,45036000,0.828,,1299,15402313146,11857054,20260909
026040,"J.ESTINA Co.,Ltd",제이에스티나,KOSDAQ,기타 제품 제조,2025,184,55,129,0.701,5.08,7.32,4.13,0.564,61218181.82,37697674.42,0.616,,2335,38536349650,16503790,20260909
417860,OBZEN Inc.,오브젠,KOSDAQ,출판업,2025,183,120,63,0.344,5.68,6.53,4.07,0.623,75439541.67,53917539.68,0.715,,6860,32289375160,4706906,20260909
024810,"EHWA TECHNOLOGIES INFORMATION CO., LTD.",이화전기공업,,전기장비,2025,183,159,24,0.131,10.53,11.58,3.58,0.309,56,37,0.661,,,,,
211270,Asia Pacific Satellite lnc.,AP위성,KOSDAQ,전자부품·컴퓨터·통신장비,2025,183,149,34,0.186,8.68,9.56,4.81,0.503,68087248.32,44529411.76,0.654,,8700,131216044800,15082304,20260909
475400,CMES Robotics Inc.,씨메스로보틱스,KOSDAQ,기타 기계·장비,2025,183,145,38,0.208,2.79,3,2,0.667,58000000,40000000,0.69,,17210,203196645740,11806894,20260909
315640,DEEPNOID Inc.,딥노이드,KOSDAQ,출판업,2025,183,133,50,0.273,2.14,2.2,1.99,0.905,70576849.62,62997660,0.893,,1760,51695128320,29372232,20260909
452400,INICS Corporation,이닉스,KOSDAQ,자동차·트레일러,2025,182,120,62,0.341,7.53,8.09,6.44,0.796,56064000,38882096.77,0.694,,6180,56061425040,9071428,20260909
199430,KNR SYSTEMS Inc.,케이엔알시스템,KOSDAQ,의료·정밀·광학기기,2025,182,155,27,0.148,6.3,6.04,7.77,1.286,50790483.87,51602592.59,1.016,,18850,211064260550,11197043,20260909
039560,"DASAN Networks, Inc.",다산네트웍스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,182,110,72,0.396,7.02,6.9,7.2,1.043,52677823,31514948,0.598,,2390,102503438520,42888468,20260909
065950,Welcron Company Limited,웰크론,KOSDAQ,섬유제품 제조,2025,181,111,70,0.387,7.04,7.94,5.62,0.708,53729729.73,38885714.29,0.724,,1131,31929602562,28231302,20260909
265560,"Younghwa Tech Co., Ltd.",영화테크,KOSDAQ,자동차·트레일러,2025,181,124,57,0.315,5.21,4.08,7.67,1.88,56000000,12000000,0.214,,6760,72265616800,10690180,20260909
104540,"Corentec Co., Ltd.",코렌텍,KOSDAQ,의료·정밀·광학기기,2025,181,128,53,0.293,5.16,5.6,4.1,0.732,53014000,37505000,0.707,,3995,53562602950,13407410,20260909
011500,HANNONG CHEMICALS INC,한농화성,KOSPI,화학물질·화학제품,2025,181,169,12,0.066,9.45,9.24,12.42,1.344,61620159.76,44441250,0.721,,13570,212194659940,15637042,20260909
450520,"Inswave Co., Ltd.",인스웨이브,KOSDAQ,출판업,2025,181,125,56,0.309,5.73,6.1,4.9,0.803,72000000,50000000,0.694,,1852,27232878456,14704578,20260909
017890,KoreaAlcoholIndustrial,한국알콜,KOSDAQ,화학물질·화학제품,2025,180,161,19,0.106,10.81,11.1,8.4,0.757,75588000,49958000,0.661,,14620,302246657720,20673506,20260909
141080,LigaChem Biosciences Inc.,리가켐바이오,KOSDAQ,연구개발업,2025,180,84,96,0.533,4.84,4.89,4.79,0.98,205047619.05,115208333.33,0.562,,90300,3342853445400,37019418,20260909
067630,"HLB Life Science CO.,LTD.",HLB생명과학,KOSDAQ,의료용 물질·의약품,2025,180,96,84,0.467,2.08,2.29,1.84,0.803,58645916.67,36755226.19,0.627,,2480,302354303840,121917058,20260909
005880,KOREA LINE CORPORATION,대한해운,KOSPI,수상운송,2025,180,155,25,0.139,6.65,6.62,6.83,1.032,94670967.74,71000000,0.75,,2080,671314467200,322747340,20260909
376980,Wanted Lab Inc.,원티드랩,KOSDAQ,출판업,2025,179,89,90,0.503,2.91,2.9,2.91,1.003,76314606.74,60700000,0.795,,3105,30324653370,9766394,20260909
138070,"SINJIN SM CO.,LTD.",신진에스엠,KOSDAQ,금속가공제품,2025,179,147,32,0.179,6.38,6.75,4.67,0.692,46000000,42000000,0.913,,1494,26149786776,17503204,20260909
128540,"ECOCAB CO., LTD.",에코캡,KOSDAQ,자동차·트레일러,2025,179,153,26,0.145,4.54,4.62,4.1,0.887,61123607.84,33870000,0.554,,1144,30533886240,26690460,20260909
253450,Studio Dragon Corporation,스튜디오드래곤,KOSDAQ,영상·오디오 제작,2025,179,71,108,0.603,4.76,4.7,4.8,1.021,103310000,87988000,0.852,,21150,635737232700,30058498,20260909
178600,"DAEDONG KOREA GINSENG CO.,LTD.",대동고려삼,KONEX,식료품 제조,2025,179,84,95,0.531,4.65,4.7,4.6,0.979,43000000,34000000,0.791,,1868,8311852800,4449600,20260909
0008Z0,"S&SYS CO.,LTD",에스엔시스,KOSDAQ,,2025,179,156,23,0.128,4.88,5.12,3.25,0.635,106076923.08,66608695.65,0.628,,23750,224118395000,9436564,20260909
049080,"GIGALANE Co., Ltd.",기가레인,KOSDAQ,전자부품·컴퓨터·통신장비,2025,179,132,47,0.263,7.12,7.12,7.13,1.001,74431818.18,49382978.72,0.663,,8680,73678739120,8488334,20260909
003310,Daejoo Inc.,대주산업,KOSDAQ,식료품 제조,2025,179,117,62,0.346,6.53,7.6,4.5,0.592,54000000,45000000,0.833,,1690,59813071500,35392350,20260909
092870,"Exicon Co., Ltd.",엑시콘,KOSDAQ,기타 기계·장비,2025,179,160,19,0.106,5.49,5.5,5.42,0.985,63000000,51000000,0.81,,27100,353676598700,13050797,20260909
179290,"MITECH CO.,LTD.",엠아이텍,KOSDAQ,의료·정밀·광학기기,2025,179,89,90,0.503,5.28,5.74,4.83,0.841,60833516.85,44744422.22,0.736,,5100,165064957800,32365678,20260909
041920,"MEDIANA Co.,LTD",메디아나,KOSDAQ,의료·정밀·광학기기,2025,179,98,81,0.453,7.71,8.54,6.71,0.786,55137428.57,34407740.74,0.624,,8330,154923197590,18598223,20260909
069460,"DAEHO AL Co.,Ltd.",대호에이엘,KOSPI,1차 금속,2025,179,172,7,0.039,9.77,10,4,0.4,92000000,63000000,0.685,,2660,46322277400,17414390,20260909
015890,"TAEKYUNG INDUSTRIAL CO.,LTD",태경산업,KOSPI,화학물질·화학제품,2025,178,134,44,0.247,8.55,9.39,6,0.639,56540934.09,46485013.45,0.822,,4840,141467150000,29228750,20260909
036120,Seoul Information Service Inc.,서울평가정보,KOSDAQ,정보서비스업,2025,177,90,87,0.492,4.53,4.35,4.71,1.083,55577777.78,42862068.97,0.771,,1682,59113890000,35145000,20260909
093320,"KINX, Inc.",케이아이엔엑스,KOSDAQ,정보서비스업,2025,176,141,35,0.199,5.82,6,5.11,0.852,66000000,62000000,0.939,,141700,691496000000,4880000,20260909
001470,"SAMBU CONSTRUCTION CO.,LTD",삼부토건,KOSPI,종합 건설,2025,176,164,12,0.068,15.89,16.12,12.7,0.788,81388951.81,63152468.33,0.776,,5820,227794235460,39139903,20260909
220260,"Chemtros Co., Ltd.",켐트로스,KOSDAQ,화학물질·화학제품,2025,176,154,22,0.125,6.79,6.78,6.86,1.012,56405103.9,36884863.64,0.654,,3860,123798132300,32072055,20260909
290380,"DAEYU CO., LTD.",대유,,화학물질·화학제품,2025,176,147,29,0.165,5.3,5.4,4.8,0.889,43348000,34144000,0.788,,,,,
052960,"3C TAE YANG CO., LTD.",태양3C,KONEX,자동차 판매,2025,175,50,125,0.714,8.71,11.78,7.48,0.635,53440000,30440000,0.57,,3600,17593480800,4887078,20260909
256630,"POINT ENGINEERING Co., Ltd.",포인트엔지니어링,KOSDAQ,금속가공제품,2025,175,149,26,0.149,6.72,7.25,3.67,0.506,53000000,48000000,0.906,,4360,50573445040,11599414,20260909
160600,"EQUIPMENTS CELL CO.,LTD",이큐셀,,기타 기계·장비,2025,175,156,19,0.109,4.86,5.08,3.08,0.606,54000000,31000000,0.574,,,,,
111110,Hojeon Limited,호전실업,KOSPI,의복 제조,2025,174,75,99,0.569,6.04,4.5,7.2,1.6,72000000,56000000,0.778,,6350,57569100000,9066000,20260909
008970,"KBI DONG YANG STEEL PIPE CO.,LTD",KBI동양철관,KOSPI,1차 금속,2025,174,159,15,0.086,9,9,9,1,68000000,57000000,0.838,,1170,121407281190,103766907,20260909
015590,"DKME Co., Ltd.",DKME,KOSPI,기타 기계·장비,2025,174,159,15,0.086,13.39,13.64,10.7,0.784,87886792.45,58000000,0.66,,1808,96540524864,53396308,20260909
054940,"EXA E&C, Inc",엑사이엔씨,KOSDAQ,전문직별 공사,2025,173,139,34,0.197,6.11,6.09,6.21,1.02,44294964.03,34941176.47,0.789,,3820,25344588380,6634709,20260909
001570,"KUMYANG CO.,LTD",금양,KOSPI,화학물질·화학제품,2025,173,165,8,0.046,3.23,2.81,11.99,4.267,52942060.61,73605250,1.39,,9900,633275240400,63967196,20260909
067290,JW SHINYAK CORPORATION,JW신약,KOSDAQ,의료용 물질·의약품,2025,173,135,38,0.22,7.76,8.39,5.5,0.656,74000000,55000000,0.743,,3865,216583403095,56037103,20260909
039290,InfoBankCorporation,인포뱅크,KOSDAQ,정보서비스업,2025,172,110,62,0.36,7.35,8.58,5.17,0.603,81701000,61494000,0.753,,3850,33471815300,8693978,20260909
052790,"ACTOZ SOFT CO., LTD.",액토즈소프트,KOSDAQ,출판업,2025,172,91,81,0.471,6.63,7.17,6.02,0.84,78406351.65,69064444.44,0.881,,4100,44790642700,10924547,20260909
108860,SELVAS AI Inc.,셀바스AI,KOSDAQ,출판업,2025,172,120,52,0.302,8.05,8.53,6.93,0.812,68504175,47804923.08,0.698,,9150,246270328500,26914790,20260909
034950,Korea Ratings Corporation,한국기업평가,KOSDAQ,사업시설 관리,2025,172,112,60,0.349,11.52,11.9,10.8,0.908,144000000,95000000,0.66,,103400,469489147600,4540514,20260909
078000,"TELCOWARE CO.,LTD.",텔코웨어,KOSPI,정보서비스업,2025,172,136,36,0.209,11.74,12.02,10.68,0.889,83569000,70263000,0.841,,13320,123077825640,9240077,20260909
307750,"KUKJEON Co.,Ltd",국전,KOSDAQ,의료용 물질·의약품,2025,172,116,56,0.326,4.99,5.27,4.4,0.835,75034482.76,56125000,0.748,,2285,123358668080,53986288,20260909
440320,"Openknowl Co.,Ltd.",오픈놀,KOSDAQ,출판업,2025,172,51,121,0.703,1.81,2.22,1.64,0.739,30000000,28000000,0.933,,2285,22804300000,9980000,20260909
008370,WonpoongCorporation,원풍,KOSDAQ,고무·플라스틱,2025,172,153,19,0.11,8,7.24,14.16,1.956,59707800,55631424,0.932,,5040,60480000000,12000000,20260909
304100,SALTLUX Inc,솔트룩스,KOSDAQ,출판업,2025,172,109,63,0.366,3.58,3.67,3.42,0.932,54376000,43034000,0.791,,15860,199738540300,12593855,20260909
230240,"HFR, Inc.",에치에프알,KOSDAQ,전자부품·컴퓨터·통신장비,2025,172,137,35,0.203,7.91,8.6,5.2,0.605,64000000,37000000,0.578,,11870,157977830000,13309000,20260909
011790,SKC LTD,SKC,KOSPI,화학물질·화학제품,2025,172,120,52,0.302,9.27,9.6,8.5,0.885,117000000,82000000,0.701,,92000,4563043416000,49598298,20260909
041960,"KOMIPHARM INTERNATIONAL CO., LTD.",코미팜,KOSDAQ,의료용 물질·의약품,2025,172,82,90,0.523,7.12,7.8,6.5,0.833,60163000,35224000,0.585,,9440,697488512800,73886495,20260909
310870,"DYC CO.,LTD.",디와이씨,KOSDAQ,자동차·트레일러,2025,172,162,10,0.058,9.97,10.2,6.2,0.608,61290114,42596814,0.695,,1615,35405002230,21922602,20260909
064480,BRIDGETECCorp.,브리지텍,KOSDAQ,출판업,2025,171,149,22,0.129,10.93,11.08,9.92,0.895,83143000,64670000,0.778,,2775,33168187500,11952500,20260909
003160,DI CORPORATION,디아이,KOSPI,의료·정밀·광학기기,2025,171,150,21,0.123,9.67,9.5,10.92,1.149,95000000,95000000,1,,31200,882960000000,28300000,20260909
080580,"OKins Electronics Co.,Ltd.",오킨스전자,KOSDAQ,전자부품·컴퓨터·통신장비,2025,171,124,47,0.275,5.6,5.7,5.33,0.935,60398403.23,44546489.36,0.738,,20800,438691864000,21090955,20260909
054540,SAMYOUNG M-TEK C0. LTD.,삼영엠텍,KOSDAQ,금속가공제품,2025,171,152,19,0.111,7.2,7.62,3.87,0.508,58609052.63,35273842.11,0.602,,6720,87360000000,13000000,20260909
290270,"Hunesion co.,ltd",휴네시온,KOSDAQ,출판업,2025,170,138,32,0.188,5.07,5.2,4.5,0.865,65000000,61000000,0.938,,2860,27477941920,9607672,20260909
133820,"FINEBESTEEL CO., LTD",화인베스틸,KOSPI,1차 금속,2025,170,162,8,0.047,8.38,8.41,7.75,0.922,77117185.19,43447000,0.563,,1010,37485647020,37114502,20260909
134790,"Sidiz, Inc.",시디즈,KOSPI,가구 제조,2025,170,97,73,0.429,8.03,9.74,5.75,0.59,52561577.81,36247511.97,0.69,,19220,38440000000,2000000,20260909
003580,"HLB GLOBAL Co., Ltd.",HLB글로벌,KOSPI,소매업,2025,170,77,93,0.547,3.28,5.05,1.82,0.36,55867000,31790000,0.569,,1646,83392129230,50663505,20260909
045510,ZUNGWON EN-SYS INC.,정원엔시스,KOSDAQ,도매·상품중개,2025,170,138,32,0.188,7.13,7.36,6.16,0.837,59117913.04,43776812.5,0.74,,1136,35761231152,31479957,20260909
418550,"JEIO Co., Ltd.",제이오,KOSDAQ,건축기술·엔지니어링,2025,170,144,26,0.153,,,,,56019541.67,38882153.85,0.694,,4820,154325183860,32017673,20260909
069730,DSR WIRE CORP,DSR제강,KOSPI,1차 금속,2025,170,155,15,0.088,12.33,12.81,7.41,0.578,95054000,68222000,0.718,,5390,77616000000,14400000,20260909
279600,"MediaZen, Inc.",미디어젠,KOSDAQ,출판업,2025,170,103,67,0.394,5.09,4.97,5.27,1.06,64000000,46000000,0.719,,3915,18340917615,4684781,20260909
182360,"CUBE ENTERTAINMENT, INC.",큐브엔터,KOSDAQ,영상·오디오 제작,2025,170,59,111,0.653,2.19,3.33,1.58,0.474,62000000,48000000,0.774,,5850,90935828100,15544586,20260909
155660,DSR CORP,DSR,KOSPI,1차 금속,2025,169,147,22,0.13,11.19,11.67,7.95,0.681,93197000,57829000,0.621,,4355,69680000000,16000000,20260909
002230,"PS Tec. Co., Ltd.",피에스텍,KOSDAQ,의료·정밀·광학기기,2025,169,91,78,0.462,5.51,6.89,3.89,0.565,57350000,31880000,0.556,,5050,93026403500,18421070,20260909
001490,CHONJI CORPORATION,천지산업,,도매·상품중개,2025,169,139,30,0.178,6.9,6.95,6.66,0.958,45000000,39000000,0.867,,,,,
025870,"SILLA SG CO., LTD.",신라에스지,KOSDAQ,도매·상품중개,2025,169,81,88,0.521,6.76,7.67,5.92,0.772,53011000,34548000,0.652,,1018,4072000000,4000000,20260909
020710,"SIGONG TECH Co.,Ltd.",시공테크,KOSDAQ,기타 과학기술 서비스,2025,169,95,74,0.438,7.43,9.27,5.06,0.546,83677000,62804000,0.751,,3660,73375570200,20047970,20260909
088130,"DONGAELTEKCo.,Ltd",동아엘텍,KOSDAQ,기타 기계·장비,2025,169,151,18,0.107,8.59,8.83,6.58,0.745,64000000,39000000,0.609,,5400,94420695600,17485314,20260909
308170,"CTR Mobility Co.,Ltd.",씨티알모빌리티,KOSPI,자동차·트레일러,2025,169,154,15,0.089,7.91,8.08,6.15,0.761,80123376.62,46533333.33,0.581,,3460,29790600000,8610000,20260909
228670,"Ray Co., Ltd.",레이,KOSDAQ,의료·정밀·광학기기,2025,168,136,32,0.19,5.7,5.89,4.87,0.827,62550000,51921000,0.83,,4600,71944096600,15640021,20260909
083500,"FNS TECH. Co.,Ltd.",에프엔에스테크,KOSDAQ,기타 기계·장비,2025,168,157,11,0.065,6.67,6.75,5.5,0.815,60448000,34167000,0.565,,11100,92200784700,8306377,20260909
038460,"BioSmart Co., Ltd.",바이오스마트,KOSDAQ,전자부품·컴퓨터·통신장비,2025,168,103,65,0.387,9.64,10.1,8.9,0.881,64000000,46000000,0.719,,2695,68114890690,25274542,20260909
184230,"SGA Solutions Co.,Ltd.",SGA솔루션즈,KOSDAQ,출판업,2025,168,135,33,0.196,1.76,1.87,1.29,0.69,43682970.37,32505181.82,0.744,,1827,34409630304,18833952,20260909
302430,"INNOMETRY Co., Ltd.",이노메트리,KOSDAQ,기타 기계·장비,2025,167,142,25,0.15,2.47,2.5,2.33,0.932,60340000,39275000,0.651,,8810,86366262480,9803208,20260909
041910,Polaris AI Pharma Corp.,폴라리스AI파마,KOSDAQ,의료용 물질·의약품,2025,167,111,56,0.335,8.13,8.4,7.6,0.905,56000000,43000000,0.768,,5440,72261424000,13283350,20260909
000680,LS Networks Corporation Limited,LS네트웍스,KOSPI,도매·상품중개,2025,167,118,49,0.293,10.6,12,7.24,0.603,65364406.78,44918367.35,0.687,,2950,232468897200,78803016,20260909
036640,"HRS Co., Ltd",HRS,KOSDAQ,화학물질·화학제품,2025,167,138,29,0.174,9.93,10.4,7.7,0.74,68000000,60000000,0.882,,4940,80792712000,16354800,20260909
041020,Polaris Office Corp.,폴라리스오피스,KOSDAQ,출판업,2025,166,111,55,0.331,7.21,8.48,4.64,0.547,63594594.59,54254545.45,0.853,,3005,149299797965,49683793,20260909
027050,"COREANA COSMETICS CO., LTD",코리아나,KOSDAQ,화학물질·화학제품,2025,166,87,79,0.476,9.72,11.5,7.75,0.674,56744768,47344993,0.834,,1314,52560000000,40000000,20260909
079810,"APS Innovation Co., Ltd.",APS이노베이션,KOSDAQ,전기장비,2025,166,150,16,0.096,3.83,3.93,2.93,0.746,62331000,55195000,0.886,,3890,83744285660,21528094,20260909
187870,"DEVICE CO.,Ltd",디바이스,KOSDAQ,기타 기계·장비,2025,166,150,16,0.096,8.63,8.88,6.31,0.711,83542000,61660000,0.738,,10310,142925179320,13862772,20260909
091090,"SEWON E&C CO.,LTD.",세원이앤씨,,금속가공제품,2025,166,146,20,0.12,12.9,13.74,6.77,0.493,69109589.04,40550000,0.587,,,,,
037710,"GwangjuShinsegae. Co.,Ltd.",광주신세계,KOSPI,소매업,2025,165,47,118,0.715,17.4,14.9,18.39,1.234,90000000,55000000,0.611,,35500,270764606000,7627172,20260909
338220,"VUNO, Inc.",뷰노,KOSDAQ,출판업,2025,165,100,65,0.394,2.97,3.17,2.66,0.839,86303060,71660953.85,0.83,,5050,70709206150,14001823,20260909
025550,"HANKUK STEEL WIRE CO., LTD.",한국선재,KOSDAQ,1차 금속,2025,165,150,15,0.091,9.45,9.6,7.9,0.823,53372000,43741000,0.82,,2120,54089688480,25514004,20260909
016670,"DMOA Co., Ltd",디모아,KOSDAQ,도매·상품중개,2025,165,105,60,0.364,4.23,4.56,3.65,0.8,77962810.33,38499693.5,0.494,,2510,25587527340,10194234,20260909
900300,ORGANIC TEA COSMETICS HOLDINGS COMPANY LIMITED,오가닉티코스메틱,KOSDAQ,금융업,2025,164,105,59,0.36,10.61,10.86,10.17,0.936,30542.89,25237.85,0.826,,3350,68943324950,20580097,20260909
122640,"YEST Co.,Ltd.",예스티,KOSDAQ,기타 기계·장비,2025,164,148,16,0.098,3.14,3.25,2.08,0.64,51000000,38000000,0.745,,31350,678769038750,21651325,20260909
417500,"JI-TECH Co., Ltd.",제이아이테크,KOSDAQ,화학물질·화학제품,2025,164,115,49,0.299,2.88,3.13,2.31,0.738,44092747.83,28547367.35,0.647,,3945,129335815080,32784744,20260909
432720,"QUALITAS SEMICONDUCTOR CO., LTD.",퀄리타스반도체,KOSDAQ,전자부품·컴퓨터·통신장비,2025,164,127,37,0.226,3.29,3.4,2.9,0.853,89968000,61982000,0.689,,8970,127262520840,14187572,20260909
124500,"ITCENGLOBAL CO.,LTD.",아이티센글로벌,KOSDAQ,컴퓨터 프로그래밍·SI,2025,164,129,35,0.213,3.39,3.58,2.67,0.746,71060000,53006000,0.746,,32100,744865316700,23204527,20260909
105840,WOOJIN INC,우진,KOSPI,의료·정밀·광학기기,2025,163,140,23,0.141,11.58,12,9,0.75,85452000,57501000,0.673,,15660,316295512200,20197670,20260909
246960,SCL Science Inc.,SCL사이언스,KOSDAQ,의료용 물질·의약품,2025,163,126,37,0.227,1.32,0.98,2.49,2.541,80858317.46,64992972.97,0.804,,2270,77218696690,34017047,20260909
263920,"HuM&C Co., Ltd.",휴엠앤씨,KOSDAQ,기타 제품 제조,2025,163,74,89,0.546,4.03,3.25,4.67,1.437,55000000,42000000,0.764,,3230,31683153980,9809026,20260909
005250,GC Corp.,녹십자홀딩스,KOSPI,전문서비스업,2025,163,99,64,0.393,5.62,5.7,5.5,0.965,86000000,67000000,0.779,,9810,461346740100,47028210,20260909
474610,"RF Systems Co., Ltd.",RF시스템즈,KOSDAQ,금속가공제품,2025,163,137,26,0.16,4.13,4.17,3.92,0.94,59156000,46392000,0.784,,6920,99753322400,14415220,20260909
025320,Synopex Inc.,시노펙스,KOSDAQ,전자부품·컴퓨터·통신장비,2025,162,138,24,0.148,5.97,5.73,7.37,1.286,70615942.03,61666666.67,0.873,,3840,354056459520,92202203,20260909
