exchange,symbol,date,title,period,priorPeriod,revenueAED,expenseAED,netProfitAED,eps,cashAndEquivalentsAED,totalAssetsAED,totalLiabilitiesAED,totalEquityAED,balanceSheetReconciled,liabilitiesDerived,unitHint,balanceSheetReason,engPdfUrl
ADX,2POINTZERO,2026-07-30 00:00:00.0,"TWO POINT ZERO GROUP - P.J.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,21854000000,-15548000000,7729000000,0.206,11245000000,146821745,50918140,95903605,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5229012
ADX,2POINTZERO,2026-05-04 00:00:00.0,"TWO POINT ZERO GROUP - P.J.S.C Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,9942000000,-6928000000,2285000000,0.056,7253000000,135400105,47029874,88370231,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4860205
ADX,2POINTZERO,2026-02-06 00:00:00.0,"TWO POINT ZERO GROUP - P.J.S.C Financial Results for the Period Ended December 31,2025",2025,2024,7004000000,-3548000000,3628000000,0.246,7220000000,133668546,39023968,94644578,false,true,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4686232
ADX,2POINTZERO,2025-10-29 00:00:00.0,"Multiply Group PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,2241000000,-2304000000,2691000000,0.24,1999000000,53254951,19377430,33877521,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4577137
ADX,ABNIC,2026-08-14 00:00:00.0,"Al Buhaira National Insurance Company Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,873357000,-647314000,77235000,30.89,57983000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5268915
ADX,ABNIC,2026-05-14 00:00:00.0,"Al Buhaira National Insurance Company Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,431541000,-311234000,30969000,12.39,61839000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4908488
ADX,ABNIC,2026-03-31 00:00:00.0,"Al Buhaira National Insurance Company Financial Results for the Period Ended December 31,2025",2025,2024,1646000000,-1397000000,6000000,2.27,108000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4797890
ADX,ABNIC,2025-11-13 00:00:00.0,"Al Buhaira National Insurance Company Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1238000000,-1099000000,58000000,23.037,97000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4597462
ADX,ADAVIATION,2026-08-06 00:00:00.0,"Abu Dhabi Aviation Co. Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,4662000000,-3987000000,421000000,0.29,1813000000,16141287,7261125,8880162,false,true,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5241433
ADX,ADAVIATION,2026-05-12 00:00:00.0,"Abu Dhabi Aviation Co. Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,2007000000,-1681000000,124000000,0.07,1992000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4899888
ADX,ADAVIATION,2026-02-11 00:00:00.0,"Abu Dhabi Aviation Co. Financial Results for the Period Ended December 31,2025",2025,2024,7819000000,-6407000000,1066000000,0.785,3006000000,16077776,7037983,9039793,false,true,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4695327
ADX,ADAVIATION,2025-11-13 00:00:00.0,"Abu Dhabi Aviation Co. Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,5547000000,-4564000000,698000000,0.516,2117000000,15478044,6792879,8685165,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4599034
ADX,ADCB,2026-07-23 00:00:00.0,"Abu Dhabi Commercial Bank Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,22022000000,-14415000000,6737000000,0.82,72514000000,833184,743930,89254,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5211994
ADX,ADCB,2026-04-23 00:00:00.0,"Abu Dhabi Commercial Bank Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,10746000000,-6965000000,3361000000,0.4,95033000000,808857,723083,85774,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4839656
ADX,ADCB,2026-01-29 00:00:00.0,"Abu Dhabi Commercial Bank Financial Results for the Period Ended December 31,2025",2025,2024,42618000000,-29784000000,11445000000,1.45,75566000000,773654,684913,88741,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4676640
ADX,ADCB,2025-10-27 00:00:00.0,"Abu Dhabi Commercial Bank Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,31813000000,-22716000000,8103999999.999999,1.04,66694999999.99999,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4572977
ADX,ADIB,2025-10-22 00:00:00.0,"Abu Dhabi Islamic Bank Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,13207000000,-3096000000,5316000000,1.307,18555000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4567270
ADX,ADNH,2026-07-23 00:00:00.0,"Abu Dhabi National Hotels Co. Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,1546000000,-1317000000,102000000,0,685000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5211831
ADX,ADNH,2026-04-20 00:00:00.0,"Abu Dhabi National Hotels Co. Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,863300000,-688277000,108321000,0.008,611324000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4837843
ADX,ADNH,2026-02-13 00:00:00.0,"Abu Dhabi National Hotels Co. Financial Results for the Period Ended December 31,2025",2025,2024,3486000000,-2637000000,1146000000,0.09,1096000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4699612
ADX,ADNH,2025-11-13 00:00:00.0,"Abu Dhabi National Hotels Co. Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,2444000000,-1908000000,348000000,0.024,407000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4599696
ADX,ADNHC,2026-07-17 00:00:00.0,"A D N H Catering plc Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,921515000,-805012000,60399000,0.026,174140000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5192988
ADX,ADNHC,2026-04-17 00:00:00.0,"A D N H Catering plc Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,464401000,-405071000,31382000,0.014,108851000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4831419
ADX,ADNHC,2026-02-06 00:00:00.0,"A D N H Catering plc Financial Results for the Period Ended December 31,2025",2025,2024,1743000000,-1449000000,176000000,0.078,162000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4686027
ADX,ADNHC,2025-11-05 00:00:00.0,"A D N H Catering plc Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1265000000,-1048000000,124000000,0.056,112000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4594448
ADX,ADNIC,2026-08-12 00:00:00.0,"Abu Dhabi National Insurance Company Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,4088000000,-4647000000,201000000,0.37,520000000,12968244,9303392,3664852,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5256799
ADX,ADNIC,2026-05-14 00:00:00.0,"Abu Dhabi National Insurance Company Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1888000000,-1965000000,88000000,0.17,348000000,10542106,7020714,3521392,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4908931
ADX,ADNIC,2026-02-10 00:00:00.0,"Abu Dhabi National Insurance Company Financial Results for the Period Ended December 31,2025",2025,2024,8254000000,-4523000000,480000000,0.83,653000000,10441671,6703990,3737681,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4733709
ADX,ADNIC,2025-11-11 00:00:00.0,"Abu Dhabi National Insurance Company Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,6087000000,-3267000000,355000000,0.61,375000000,10616214,7004957,3611257,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4594663
ADX,ADNOCDIST,2026-08-05 00:00:00.0,"Abu Dhabi National Oil Company For Distribution Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,22035000000,-17783000000,2128000000,0.167,2191000000,20353199,16781533,3571666,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5238692
ADX,ADNOCDIST,2026-05-13 00:00:00.0,"Abu Dhabi National Oil Company For Distribution Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,8834000000,-7010000000,786000000,0.062,2379000000,18179869,15312379,2867490,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4906238
ADX,ADNOCDIST,2026-02-03 00:00:00.0,"Abu Dhabi National Oil Company For Distribution Financial Results for the Period Ended December 31,2025",2025,2024,35897000000,-28951000000,2851000000,0.224,2361000000,17675365,14214568,3460797,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4680117
ADX,ADNOCDIST,2025-10-31 00:00:00.0,"Abu Dhabi National Oil Company For Distribution Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,26437000000,-21342000000,2167000000,0.17,2951000000,18393643,15624981,2768662,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4570668
ADX,ADNOCDRILL,2026-07-30 00:00:00.0,"ADNOC Drilling Company PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,2460000000,-1566000000,706000000,0.044,355000000,8601813,4314500,4287313,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5225656
ADX,ADNOCDRILL,2026-05-11 00:00:00.0,"ADNOC Drilling Company PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1228000000,-796000000,347000000,0.022,331000000,8408367,3964481,4443886,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4892212
ADX,ADNOCDRILL,2026-02-12 00:00:00.0,"ADNOC Drilling Company PJSC Financial Results for the Period Ended December 31,2025",2025,2024,4903000000,-3106000000,1449000000,0.091,236000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4695411
ADX,ADNOCDRILL,2025-10-28 00:00:00.0,"ADNOC Drilling Company PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,3626000000,-2300000000,1060000000,0.066,272000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4574061
ADX,ADNOCGAS,2026-08-10 00:00:00.0,"ADNOC Gas plc Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,7146000000,-5769000000,1744000000,0.023,1485000000,31788750,7180826,24607924,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5251658
ADX,ADNOCGAS,2026-05-12 00:00:00.0,"ADNOC Gas plc Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,4034000000,-3105000000,1079000000,0.014,4213000000,33385377,7606200,25779177,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4901736
ADX,ADNOCGAS,2026-02-17 00:00:00.0,"ADNOC Gas plc Financial Results for the Period Ended December 31,2025",2025,2024,18509000000,-13948000000,5166000000,0.067,3702000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4703731
ADX,ADNOCGAS,2025-11-13 00:00:00.0,"ADNOC Gas plc Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,14183000000,-10622000000,3993000000,0.052,3433000000,31153301,6711765,24441536,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4597511
ADX,ADNOCLS,2026-08-11 00:00:00.0,"ADNOC Logistics & Services plc Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,3667000000,-2318000000,1173000000,0.15,543000000,10808133,2657251,8150882,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5254960
ADX,ADNOCLS,2026-05-14 00:00:00.0,"ADNOC Logistics & Services plc Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1083000000,-802000000,222000000,0.03,695000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4910417
ADX,ADNOCLS,2026-02-11 00:00:00.0,"ADNOC Logistics & Services plc Financial Results for the Period Ended December 31,2025",2025,2024,5016000000,-3908000000,863000000,0.11,338000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4695109
ADX,ADNOCLS,2025-11-11 00:00:00.0,"ADNOC Logistics & Services plc Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,3705000000,-2889000000,631000000,0.08,284000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4594566
ADX,ADPORTS,2026-08-14 00:00:00.0,"Abu Dhabi Ports Company PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,12834000000,-9861000000,1489000000,0.22,2788000000,75781119,45715825,30065294,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5266207
ADX,ADPORTS,2026-05-13 00:00:00.0,"Abu Dhabi Ports Company PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,5750000000,-4215000000,653000000,0.1,4559000000,73998466,43404009,30594457,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4906252
ADX,ADPORTS,2026-03-05 00:00:00.0,"Abu Dhabi Ports Company PJSC Financial Results for the Period Ended December 31,2025",2025,2024,20765000000,-15136000000,2071000000.0000002,0.32,2712000000,69398222,39300613,30097609,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4742559
ADX,ADPORTS,2025-11-14 00:00:00.0,"Abu Dhabi Ports Company PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,14811000000,-10873000000,1504000000,0.23,2178000000,68904710,39262116,29642594,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4600382
ADX,ADSB,2026-08-12 00:00:00.0,"Abu Dhabi Ship Building Co. Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,665770000,-727273000,-96671000,-0.456,867311000,4300931,4117688,183243,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5261162
ADX,ADSB,2026-05-14 00:00:00.0,"Abu Dhabi Ship Building Co. Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,426017000,-398353000,6345000,0.03,261189000.00000003,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4913172
ADX,ADSB,2026-03-22 00:00:00.0,"Abu Dhabi Ship Building Co. Financial Results for the Period Ended December 31,2025",2025,2024,1408000000,-1389000000,30000000,0.14,287000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4781322
ADX,ADSB,2025-11-14 00:00:00.0,"Abu Dhabi Ship Building Co. Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,820000000,-839000000,-10000000,-0.05,52000000,3066571,2786363,280208,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4600747
ADX,AGILITY,2026-08-06 00:00:00.0,"Agility Global PLC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,2922000000,-2768000000,97000000,0.73,563000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5244855
ADX,AGILITY,2026-05-09 00:00:00.0,"Agility Global PLC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1410000000,-1258000000,40000000,0.26,597000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4889734
ADX,AGILITY,2026-03-13 00:00:00.0,"Agility Global PLC Financial Results for the Period Ended December 31,2025",2025,2024,5073000000,-4447000000,305000000,2.45,590000000,3342400,2524524,806819,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4892935
ADX,AGILITY,2025-11-11 00:00:00.0,"Agility Global PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,3652000000,-3425000000,143000000,0.98,667000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4594499
ADX,AGTHIA,2026-08-04 00:00:00.0,"AGTHIA Group Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,2602000000,-1805000000,121000000,0.135,800000000,6472844,3670709,2802135,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5237962
ADX,AGTHIA,2026-05-12 00:00:00.0,"AGTHIA Group Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,1327000000,-908000000,97000000,0.111,373000000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4901785
ADX,AGTHIA,2026-03-03 00:00:00.0,"AGTHIA Group Financial Results for the Period Ended December 31,2025",2025,2024,4846000000,-4633000000,101000000,0.103,398000000,6313178,3525593,2787585,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4734164
ADX,AGTHIA,2025-11-05 00:00:00.0,"AGTHIA Group Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,3560000000,-3435000000,53000000,0.05,243000000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4586929
ADX,ALAIN,2026-08-12 00:00:00.0,"Al Ain Alahlia Insurance Co. Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,547011000,-546212000,-9103000,-0.61,65107000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5256605
ADX,ALAIN,2026-05-14 00:00:00.0,"Al Ain Alahlia Insurance Co. Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,272260000,-16379000.000000002,8057000,0.54,64010000.00000001,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4911587
ADX,ALAIN,2026-03-16 00:00:00.0,"Al Ain Alahlia Insurance Co. Financial Results for the Period Ended December 31,2025",2025,2024,1157000000,-685000000,28000000,1.85,57000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4772777
ADX,ALAIN,2025-11-12 00:00:00.0,"Al Ain Alahlia Insurance Co. Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,874000000,-539000000,6000000,0.38,30000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4597588
ADX,ALDAR,2026-07-29 00:00:00.0,"Aldar Properties PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,16843000000,-10595000000,4860000000,0.529,16831000000,125523772,73724703,51799069,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5223228
ADX,ALDAR,2026-04-28 00:00:00.0,"Aldar Properties PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,8734000000,-5411000000,2291000000,0.254,13859000000,119685505,68972775,50712730,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4847550
ADX,ALDAR,2026-02-09 00:00:00.0,"Aldar Properties PJSC Financial Results for the Period Ended December 31,2025",2025,2024,33817999999.999996,-22243000000,8834000000,0.955,14161000000,109574490,60822500,48751990,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4692155
ADX,ALDAR,2025-10-28 00:00:00.0,"Aldar Properties PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,23553000000,-15459000000,5966000000,0.644,12299000000,102058064,56664089,45393975,true,false,AED'000,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4574559
ADX,ALEFEDT,2026-08-05 00:00:00.0,"Alef Education Holding plc Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,361561000,-111385000,236355000,3.38,644943000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5240413
ADX,ALEFEDT,2026-05-12 00:00:00.0,"Alef Education Holding plc Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,180757000,-56642000,118141000,1.69,675567000,1149993769,425501967,724491802,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4901567
ADX,ALEFEDT,2026-02-11 00:00:00.0,"Alef Education Holding plc Financial Results for the Period Ended December 31,2025",2025,2024,769473000,-257666000,481082000,6.87,619512000,980509916,150187050,830322866,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4695834
ADX,ALEFEDT,2025-10-29 00:00:00.0,"Alef Education Holding plc Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,572765000,-184321000,364707000,5.21,492815000,877355699,162540843,714814856,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4578901
ADX,ALPHADATA,2026-08-04 00:00:00.0,"Alpha Data PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,1456000000,-1263000000,80000000,0.08,79000000,1283534761,964428979,319105782,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5238145
ADX,ALPHADATA,2026-05-05 00:00:00.0,"Alpha Data PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,649839000,-558624000,35501000,0.04,68158000,1339441803,1004442770,334999033,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4874778
ADX,ALPHADATA,2026-02-05 00:00:00.0,"Alpha Data PJSC Financial Results for the Period Ended December 31,2025",2025,2024,2487000000,-2144000000.0000002,143000000,0.14,101000000,1150772060,847792725,302979335,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4685051
ADX,ALPHADATA,2025-11-05 00:00:00.0,"Alpha Data PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1842000000,-1589000000,98000000,0.1,-48000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4582003
ADX,ALPHADHABI,2026-08-03 00:00:00.0,"Alpha Dhabi Holding PJSC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,37579000000,-28685000000,9790000000,0.65,28727000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5233822
ADX,ALPHADHABI,2026-05-04 00:00:00.0,"Alpha Dhabi Holding PJSC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,18792000000,-14637000000,3801000000,0.22,27246000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4868808
ADX,ALPHADHABI,2026-02-10 00:00:00.0,"Alpha Dhabi Holding PJSC Financial Results for the Period Ended December 31,2025",2025,2024,78775000000,-59996000000,15032000000,0.79,25380000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4691802
ADX,ALPHADHABI,2025-11-03 00:00:00.0,"Alpha Dhabi Holding PJSC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,54940000000,-42304000000,10422000000,0.54,22049000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4586289
ADX,AMR,2026-07-29 00:00:00.0,"Americana Restaurants International PLC Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,1365000000,-598000000,147000000,0.018,140000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5223533
ADX,AMR,2026-04-28 00:00:00.0,"Americana Restaurants International PLC Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,649736000,-287985000,63050000,0.007,139485000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4851134
ADX,AMR,2026-02-08 00:00:00.0,"Americana Restaurants International PLC Financial Results for the Period Ended December 31,2025",2025,2024,2509000000,-1144000000,218000000,0.026,154000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4691617
ADX,AMR,2025-10-30 00:00:00.0,"Americana Restaurants International PLC Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,1840000000,-852000000,135000000,0.016,71000000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4579824
ADX,ANAN,2026-08-13 00:00:00.0,"ANAN INVESTMENT HOLDING P.J.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,423949000,-268593000,33672000,0.015,199241000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5261043
ADX,ANAN,2026-03-31 00:00:00.0,"ANAN INVESTMENT HOLDING P.J.S.C Financial Results for the Period Ended December 31,2025",2025,2024,385835000,-298093000,47599000,0.021,288553000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4801847
ADX,APEX,2026-07-27 00:00:00.0,"APEX INVESTMENT P.S.C Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,421341000,-335393000,-26753000,-0.007,495703000,2396445801,379467278,2016978523,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5221065
ADX,APEX,2026-04-28 00:00:00.0,"APEX INVESTMENT P.S.C Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,210706000,-167634000,-94625000,-0.027,488788000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4850262
ADX,APEX,2026-01-28 00:00:00.0,"APEX INVESTMENT P.S.C Financial Results for the Period Ended December 31,2025",2025,2024,865158000,-675774000,37999000,0.011,591075000,2573035849,528680775,2044355074,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4672272
ADX,APEX,2025-10-27 00:00:00.0,"APEX INVESTMENT P.S.C Financial Results for the Period Ended September 30,2025",Q3 2025,Q3 2024,633020000,-497416000,54435000,0.015,603371000,,,,,,,scanned-image,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4569490
ADX,ARAM,2026-08-10 00:00:00.0,"Aram Group Financial Results for the Period Ended June 30,2026",Q2 2026,Q2 2025,6590000,-4197000,849000,0.011,6313000,,,,,,,no-reconciling-total-assets-liabilities-equity,https://apigateway.adx.ae/adx/cdn/1.0/content/download/5254422
ADX,ARAM,2026-05-14 00:00:00.0,"Aram Group Financial Results for the Period Ended March 31,2026",Q1 2026,Q1 2025,3049000,-1631000,1147000,0.015,1788000,207518030,50550069,156967961,true,false,,,https://apigateway.adx.ae/adx/cdn/1.0/content/download/4915785
