person_qid,person_name,en_wikipedia_article,title_qid,title_name,title_format,titles_this_person_has_here
Q16090195,Park Hyuk-kwon,Park Hyuk-kwon,Q119848413,Ransomed,film,5
Q16090195,Park Hyuk-kwon,Park Hyuk-kwon,Q16256481,Obsessed,film,5
Q16090195,Park Hyuk-kwon,Park Hyuk-kwon,Q79999312,Secret Zoo,film,5
Q16181216,Seo Hyun-chul,Seo Hyun-chul,Q118611683,Welcome to Samdalri,series,1
Q16683769,Yoo Seung-mok,Yoo Seung-mok,Q100889636,Decision to Leave,film,4
Q16683769,Yoo Seung-mok,Yoo Seung-mok,Q119848413,Ransomed,film,4
Q16683769,Yoo Seung-mok,Yoo Seung-mok,Q136243480,The Dream Life of Mr. Kim,series,4
Q16683769,Yoo Seung-mok,Yoo Seung-mok,Q85983581,Spiritwalker,film,4
Q16745996,Lee Hyun-wook,Lee Hyun-wook,Q109743680,The Policeman's Lineage,film,3
Q16745996,Lee Hyun-wook,Lee Hyun-wook,Q110618833,Remarriage & Desires,series,3
Q16745996,Lee Hyun-wook,Lee Hyun-wook,Q113482392,Song of the Bandits,series,3
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q101252455,Vincenzo,series,12
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q113482392,Song of the Bandits,series,12
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q12605565,The Sound of Magic,series,12
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q127510067,Harbin,film,12
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q135293697,Love me,series,12
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q28972794,Stranger,series,12
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q30115167,The Drug King,film,12
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q54819842,Fengshui,film,12
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q63198576,"The Gangster, the Cop, the Devil",film,12
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q65283099,Itaewon Class,series,12
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q66220160,Voice of Silence,film,12
Q17487457,Yoo Jae-myung,Yoo Jae-myung,Q85986884,Kingmaker,film,12
Q55733833,Chang Ryul,Chang Ryul,Q116033324,Daily Dose of Sunshine,series,2
Q55733833,Chang Ryul,Chang Ryul,Q135293697,Love me,series,2
Q55734360,Jo Yeon-hee,Jo Yeon-hee,Q120721044,My Demon,series,1
Q56692015,Kang Hoon,Kang Hoon,Q111534327,A Time Called You,series,1
Q62089097,Park Ye-young,Park Ye-young,Q114875974,Summer Strike,series,2
Q62089097,Park Ye-young,Park Ye-young,Q123333036,Captivating the King,series,2
Q65284258,Im Chul-soo,Im Chul-soo,Q101252455,Vincenzo,series,3
Q65284258,Im Chul-soo,Im Chul-soo,Q124348204,Don't Buy the Seller,film,3
Q65284258,Im Chul-soo,Im Chul-soo,Q65258113,Crash Landing on You,series,3
Q18566900,Ha Jun,Ha Jun,Q109355923,The Roundup,film,4
Q18566900,Ha Jun,Ha Jun,Q116550095,Destined With You,series,4
Q18566900,Ha Jun,Ha Jun,Q33101534,The Outlaws,film,4
Q18566900,Ha Jun,Ha Jun,Q77390246,Black Dog,series,4
Q21824949,Shin Se-hwi,Shin Se-hwi,Q116232642,Ballerina,film,2
Q21824949,Shin Se-hwi,Shin Se-hwi,Q56686172,The Villagers,film,2
Q24867394,Park Hyung-soo,Park Hyung-soo,Q116232642,Ballerina,film,2
Q24867394,Park Hyung-soo,Park Hyung-soo,Q65258113,Crash Landing on You,series,2
Q27953264,Jeon Yeo-been,Jeon Yeo-been,Q101252455,Vincenzo,series,7
Q27953264,Jeon Yeo-been,Jeon Yeo-been,Q107646135,Glitch,series,7
Q27953264,Jeon Yeo-been,Jeon Yeo-been,Q111534327,A Time Called You,series,7
Q27953264,Jeon Yeo-been,Jeon Yeo-been,Q112892327,Cobweb,film,7
Q27953264,Jeon Yeo-been,Jeon Yeo-been,Q127510067,Harbin,film,7
Q27953264,Jeon Yeo-been,Jeon Yeo-been,Q79999312,Secret Zoo,film,7
Q27953264,Jeon Yeo-been,Jeon Yeo-been,Q97766123,Night in Paradise,film,7
Q28701031,Oh Seung-hoon,Oh Seung-hoon (actor),Q116232217,Believer 2,film,1
Q28790332,Ro Woon,Rowoon,Q106466324,The King's Affection,series,4
Q28790332,Ro Woon,Rowoon,Q116550095,Destined With You,series,4
Q28790332,Ro Woon,Rowoon,Q120533831,The Matchmakers,series,4
Q28790332,Ro Woon,Rowoon,Q65272295,Extraordinary You,series,4
Q30332053,Jang Dong-yoon,Jang Dong-yoon,Q113407742,Project Wolf Hunting,film,3
Q30332053,Jang Dong-yoon,Jang Dong-yoon,Q116033324,Daily Dose of Sunshine,series,3
Q30332053,Jang Dong-yoon,Jang Dong-yoon,Q123370376,Like Flowers in Sand,series,3
Q31178948,Park Se-wan,Park Se-wan,Q100945934,Collectors,film,3
Q31178948,Park Se-wan,Park Se-wan,Q111948809,6/45,film,3
Q31178948,Park Se-wan,Park Se-wan,Q114878691,Doona!,series,3
Q52159701,Jeon Jong-seo,Jeon Jong-seo,Q107565086,Money Heist: Korea - Joint Economic Area,series,5
Q52159701,Jeon Jong-seo,Jeon Jong-seo,Q109228965,Nothing Serious,film,5
Q52159701,Jeon Jong-seo,Jeon Jong-seo,Q116232642,Ballerina,film,5
Q52159701,Jeon Jong-seo,Jeon Jong-seo,Q123495072,Wedding Impossible,series,5
Q52159701,Jeon Jong-seo,Jeon Jong-seo,Q135437367,Project Y,film,5
Q55727063,Kang Young-suk,Kang Young-seok,Q110443756,Military Prosecutor Doberman,series,3
Q55727063,Kang Young-suk,Kang Young-seok,Q118611683,Welcome to Samdalri,series,3
Q55727063,Kang Young-suk,Kang Young-seok,Q140289686,Cabriolet,film,3
Q55730330,Byeon Woo-seok,Byeon Woo-seok,Q110625579,20th Century Girl,film,4
Q55730330,Byeon Woo-seok,Byeon Woo-seok,Q111934326,Soulmate,film,4
Q55730330,Byeon Woo-seok,Byeon Woo-seok,Q112307747,Strong Girl Nam-soon,series,4
Q55730330,Byeon Woo-seok,Byeon Woo-seok,Q121144610,Lovely Runner,series,4
Q17964123,Lee Jae-won,,Q100605045,Mr. Queen,series,3
Q17964123,Lee Jae-won,,Q118611683,Welcome to Samdalri,series,3
Q17964123,Lee Jae-won,,Q24698311,The Legend of the Blue Sea,series,3
Q28700832,Bae Myung-jin,,Q110638048,Black Knight,series,2
Q28700832,Bae Myung-jin,,Q118611683,Welcome to Samdalri,series,2
Q50573475,Park Ji-hoon,,Q123469290,Badland Hunters,film,1
Q69697328,An Ji-hye,,Q123469290,Badland Hunters,film,1
Q121833248,Lee Han-byeol,,Q115517391,Mask Girl,series,1
Q123750735,Lee Han-joo,,Q123469290,Badland Hunters,film,1
Q488025,Go Hyeon-jeong,Go Hyun-jung,Q107467167,Reflection of You,series,3
Q488025,Go Hyeon-jeong,Go Hyun-jung,Q115517391,Mask Girl,series,3
Q488025,Go Hyeon-jeong,Go Hyun-jung,Q6876402,Miss Conspirator,film,3
Q489001,Kim Jung-eun,Kim Jung-eun,Q112307747,Strong Girl Nam-soon,series,2
Q489001,Kim Jung-eun,Kim Jung-eun,Q29378096,Dual,series,2
Q490410,Ha Jung-woo,Ha Jung-woo,Q110633989,Narco-Saints,series,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q111943486,Road to Boston,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q119848413,Ransomed,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q131545925,Nocturnal,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q134588295,The People Upstairs,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q1393064,The Yellow Sea,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q20444585,The Handmaiden,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q26252639,Along with the Gods: The Two Worlds,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q30115075,1987: When the Day Comes,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q3943872,The Berlin File,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q483909,Time,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q492142,Beastie Boys,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q50676956,Take Point,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q54803694,Along with the Gods: The Last 49 Days,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q65058433,The Closet,film,16
Q490410,Ha Jung-woo,Ha Jung-woo,Q73993691,Ashfall,film,16
Q493864,Cho Jin-woong,Cho Jin-woong,Q107639040,The Devil's Deal,film,9
Q493864,Cho Jin-woong,Cho Jin-woong,Q109743680,The Policeman's Lineage,film,9
Q493864,Cho Jin-woong,Cho Jin-woong,Q116232217,Believer 2,film,9
Q493864,Cho Jin-woong,Cho Jin-woong,Q16734496,A Hard Day,film,9
Q493864,Cho Jin-woong,Cho Jin-woong,Q20444585,The Handmaiden,film,9
Q493864,Cho Jin-woong,Cho Jin-woong,Q30607228,The Spy Gone North,film,9
Q493864,Cho Jin-woong,Cho Jin-woong,Q51748848,Believer,film,9
Q493864,Cho Jin-woong,Cho Jin-woong,Q72259413,Man of Men,film,9
Q493864,Cho Jin-woong,Cho Jin-woong,Q72542645,Black Money,film,9
Q494346,Han Hyo-joo,Han Hyo-joo,Q116232217,Believer 2,film,2
Q494346,Han Hyo-joo,Han Hyo-joo,Q97338678,The Pirates: The Last Royal Treasure,film,2
Q625128,Ji Chang-wook,Ji Chang-wook,Q118611683,Welcome to Samdalri,series,6
Q625128,Ji Chang-wook,Ji Chang-wook,Q12605565,The Sound of Magic,series,6
Q625128,Ji Chang-wook,Ji Chang-wook,Q126921922,Revolver,film,6
Q625128,Ji Chang-wook,Ji Chang-wook,Q25916838,The K2,series,6
Q625128,Ji Chang-wook,Ji Chang-wook,Q28133253,Fabricated City,film,6
Q625128,Ji Chang-wook,Ji Chang-wook,Q91091667,Backstreet Rookie,series,6
Q625735,Joo Hyun,Joo Hyun,Q116232642,Ballerina,film,1
Q6783126,Lee Yu-bi,Lee Yu-bi,Q114878691,Doona!,series,2
Q6783126,Lee Yu-bi,Lee Yu-bi,Q17401474,Pinocchio,series,2
Q464574,Kim Tae-hee,Kim Tae-hee,Q117865066,Lies Hidden in My Garden,series,3
Q464574,Kim Tae-hee,Kim Tae-hee,Q496296,Iris,series,3
Q464574,Kim Tae-hee,Kim Tae-hee,Q5594912,Grand Prix,film,3
Q262520,Han Hye-jin,Han Hye-jin (actress),Q116178090,Divorce Attorney Shin,series,2
Q262520,Han Hye-jin,Han Hye-jin (actress),Q15982923,Man in Love,film,2
Q483011,Cho Seung-woo,Cho Seung-woo,Q116178090,Divorce Attorney Shin,series,6
Q483011,Cho Seung-woo,Cho Seung-woo,Q20780511,Inside Men,film,6
Q483011,Cho Seung-woo,Cho Seung-woo,Q28972794,Stranger,series,6
Q483011,Cho Seung-woo,Cho Seung-woo,Q493734,The Sword with No Name,film,6
Q483011,Cho Seung-woo,Cho Seung-woo,Q54819842,Fengshui,film,6
Q483011,Cho Seung-woo,Cho Seung-woo,Q7690479,Tazza: The High Rollers,film,6
Q483621,Kwon Sang-woo,Kwon Sang-woo,Q115408546,Switch,film,8
Q483621,Kwon Sang-woo,Kwon Sang-woo,Q130598216,Hitman 2,film,8
Q483621,Kwon Sang-woo,Kwon Sang-woo,Q30645886,The Accidental Detective 2,film,8
Q483621,Kwon Sang-woo,Kwon Sang-woo,Q6911066,More Than Blue,film,8
Q483621,Kwon Sang-woo,Kwon Sang-woo,Q72931135,The Divine Move 2: The Wrathful,film,8
Q483621,Kwon Sang-woo,Kwon Sang-woo,Q7379999,Running Wild,film,8
Q483621,Kwon Sang-woo,Kwon Sang-woo,Q79999337,Hitman: Agent Jun,film,8
Q483621,Kwon Sang-woo,Kwon Sang-woo,Q97338678,The Pirates: The Last Royal Treasure,film,8
Q484360,Kim Hee-ae,Kim Hee-ae,Q116233325,Queenmaker,series,5
Q484360,Kim Hee-ae,Kim Hee-ae,Q118286995,The Moon,film,5
Q484360,Kim Hee-ae,Kim Hee-ae,Q120922062,A Normal Family,film,5
Q484360,Kim Hee-ae,Kim Hee-ae,Q30612786,The Vanished,film,5
Q484360,Kim Hee-ae,Kim Hee-ae,Q79997161,The World of the Married,series,5
Q57317933,Jung Gun-joo,Jung Gun-joo,Q116882535,Rebound,film,2
Q57317933,Jung Gun-joo,Jung Gun-joo,Q65272295,Extraordinary You,series,2
Q59305418,Shin Ye-eun,Shin Ye-eun,Q108933112,Rookie Cops,series,2
Q59305418,Shin Ye-eun,Shin Ye-eun,Q113197148,The Glory,series,2
Q1080180,Song Hye-kyo,Song Hye-kyo,Q106375214,"Now, We Are Breaking Up",series,4
Q1080180,Song Hye-kyo,Song Hye-kyo,Q113197148,The Glory,series,4
Q1080180,Song Hye-kyo,Song Hye-kyo,Q18652415,Descendants of the Sun,series,4
Q1080180,Song Hye-kyo,Song Hye-kyo,Q483139,All In,series,4
Q64329705,Yoo In-soo,Yoo In-soo,Q110890248,Alchemy of Souls,series,3
Q64329705,Yoo In-soo,Yoo In-soo,Q137740016,Boy,film,3
Q64329705,Yoo In-soo,Yoo In-soo,Q96414952,All of Us Are Dead,series,3
Q69696463,Kim Ji-hyun,Kim Ji-hyun (actress),Q105226735,D.P.,series,2
Q69696463,Kim Ji-hyun,Kim Ji-hyun (actress),Q108306908,Thirty-Nine,series,2
Q12965537,Jun Ik-ryoung,Jun Ik-ryoung,Q133575909,Noise,film,1
Q14750424,Jo Jae-yun,Jo Jae-yoon,Q110890248,Alchemy of Souls,series,5
Q14750424,Jo Jae-yun,Jo Jae-yoon,Q18652415,Descendants of the Sun,series,5
Q14750424,Jo Jae-yun,Jo Jae-yoon,Q20780511,Inside Men,film,5
Q14750424,Jo Jae-yun,Jo Jae-yoon,Q33101534,The Outlaws,film,5
Q14750424,Jo Jae-yun,Jo Jae-yoon,Q3809340,Miracle in Cell No. 7,film,5
Q15140731,Go Won-hee,Go Won-hee,Q110646204,Love to Hate You,series,2
Q15140731,Go Won-hee,Go Won-hee,Q114243955,King the Land,series,2
Q15914609,Yoo Min-kyu,Yoo Min-kyu,Q100605045,Mr. Queen,series,1
Q6408832,Kim In-gwon,Kim In-kwon,Q100605045,Mr. Queen,series,2
Q6408832,Kim In-gwon,Kim In-kwon,Q495128,Tidal Wave,film,2
Q6652730,Hwang Bo-ra,Hwang Bo-ra,Q111795729,Our Season,film,2
Q6652730,Hwang Bo-ra,Hwang Bo-ra,Q113994390,Crash Course in Romance,series,2
Q12587045,Kim Gi-bang,Kim Ki-bang,Q110638048,Black Knight,series,2
Q12587045,Kim Gi-bang,Kim Ki-bang,Q482653,Boys Over Flowers,series,2
Q12593923,Ra Mi-ran,Ra Mi-ran,Q113550153,Come Back Home,film,6
Q12593923,Ra Mi-ran,Ra Mi-ran,Q115778970,Citizen of a Kind,film,6
Q12593923,Ra Mi-ran,Ra Mi-ran,Q116230044,The Good Bad Mother,series,6
Q12593923,Ra Mi-ran,Ra Mi-ran,Q62624418,Miss & Mrs. Cops,film,6
Q12593923,Ra Mi-ran,Ra Mi-ran,Q77390246,Black Dog,series,6
Q12593923,Ra Mi-ran,Ra Mi-ran,Q79277344,Honest Candidate,film,6
Q12607753,Oh Na-ra,Oh Na-ra,Q110890248,Alchemy of Souls,series,2
Q12607753,Oh Na-ra,Oh Na-ra,Q114836415,Men of Plastic,film,2
Q12610454,Yoon Ji-hye,Yoon Ji-hye,Q116233325,Queenmaker,series,1
Q12615588,Jung Moon-sung,Jung Moon-sung,Q113407742,Project Wolf Hunting,film,2
Q12615588,Jung Moon-sung,Jung Moon-sung,Q116178090,Divorce Attorney Shin,series,2
Q12618047,Ji Il-ju,Ji Il-joo,Q103412263,Dragon Inn Part 1: The City of Sadness,film,3
Q12618047,Ji Il-ju,Ji Il-joo,Q113994390,Crash Course in Romance,series,3
Q12618047,Ji Il-ju,Ji Il-joo,Q115136778,Gangnam Zombie,film,3
Q19794695,Bae Yu-ram,Bae Yoo-ram,Q106541036,Recalled,film,3
Q19794695,Bae Yu-ram,Bae Yoo-ram,Q110638048,Black Knight,series,3
Q19794695,Bae Yu-ram,Bae Yoo-ram,Q28700706,Midnight Runners,film,3
Q20444587,Min Woo-hyuk,Min Woo-hyuk,Q117035204,Doctor Cha Jung-sook,series,1
Q20444783,Jo Byeong-kyu,Jo Byeong-kyu,Q137740016,Boy,film,2
Q20444783,Jo Byeong-kyu,Jo Byeong-kyu,Q98099408,The Uncanny Counter,series,2
Q20444952,Kim Min-seok,Kim Min-seok (actor),Q133575909,Noise,film,2
Q20444952,Kim Min-seok,Kim Min-seok (actor),Q18652415,Descendants of the Sun,series,2
Q20445078,Kim Jung-young,Kim Jung-young,Q113197148,The Glory,series,1
Q20947692,Bae Hae-sun,Bae Hae-sun,Q107817259,Inspector Koo,series,3
Q20947692,Bae Hae-sun,Bae Hae-sun,Q113994390,Crash Course in Romance,series,3
Q20947692,Bae Hae-sun,Bae Hae-sun,Q61981835,Hotel del Luna,series,3
Q22911780,Kim Se-jeong,Kim Se-jeong,Q108486931,Business Proposal,series,3
Q22911780,Kim Se-jeong,Kim Se-jeong,Q130219380,Brewing Love,series,3
Q22911780,Kim Se-jeong,Kim Se-jeong,Q98099408,The Uncanny Counter,series,3
Q16177322,Jung Ziso,Jung Ji-so,Q113197148,The Glory,series,2
Q16177322,Jung Ziso,Jung Ji-so,Q61448040,Parasite,film,2
Q16782200,Lee Joo-seung,Lee Joo-seung,Q110638048,Black Knight,series,4
Q16782200,Lee Joo-seung,Lee Joo-seung,Q115778970,Citizen of a Kind,film,4
Q16782200,Lee Joo-seung,Lee Joo-seung,Q123370376,Like Flowers in Sand,series,4
Q16782200,Lee Joo-seung,Lee Joo-seung,Q17401474,Pinocchio,series,4
Q17346185,Ahn Se-ha,Ahn Se-ha,Q114243955,King the Land,series,1
Q18550897,Shin Jae-ha,Shin Jae-ha,Q113994390,Crash Course in Romance,series,2
Q18550897,Shin Jae-ha,Shin Jae-ha,Q39059594,Prison Playbook,series,2
Q18684836,Oh Eui-sik,Oh Eui-shik,Q113994390,Crash Course in Romance,series,1
Q19162136,Choi Byung-mo,Choi Byung-mo,Q114836415,Men of Plastic,film,4
Q19162136,Choi Byung-mo,Choi Byung-mo,Q115858816,12.12: The Day,film,4
Q19162136,Choi Byung-mo,Choi Byung-mo,Q118286995,The Moon,film,4
Q19162136,Choi Byung-mo,Choi Byung-mo,Q135225888,Last Summer,series,4
Q19349195,Kang Ki-young,Kang Ki-young,Q103742243,The Book of Fish,film,7
Q19349195,Kang Ki-young,Kang Ki-young,Q110118400,Extraordinary Attorney Woo,series,7
Q19349195,Kang Ki-young,Kang Ki-young,Q111795729,Our Season,film,7
Q19349195,Kang Ki-young,Kang Ki-young,Q123693323,Queen of Divorce,series,7
Q19349195,Kang Ki-young,Kang Ki-young,Q28700201,Tunnel,series,7
Q19349195,Kang Ki-young,Kang Ki-young,Q55708078,Exit,film,7
Q19349195,Kang Ki-young,Kang Ki-young,Q79998779,The Point Men,film,7
Q22974399,Ahn Bo-hyun,Ahn Bo-hyun,Q110443756,Military Prosecutor Doberman,series,5
Q22974399,Ahn Bo-hyun,Ahn Bo-hyun,Q111817932,Pretty Crazy,film,5
Q22974399,Ahn Bo-hyun,Ahn Bo-hyun,Q114863982,See You in My 19th Life,series,5
Q22974399,Ahn Bo-hyun,Ahn Bo-hyun,Q18652415,Descendants of the Sun,series,5
Q22974399,Ahn Bo-hyun,Ahn Bo-hyun,Q65283099,Itaewon Class,series,5
Q27051003,An So-yo,Ahn Ji-hye,Q113197148,The Glory,series,1
Q27952473,Cha Joo-young,Cha Joo-young,Q113197148,The Glory,series,2
Q27952473,Cha Joo-young,Cha Joo-young,Q116687949,The Real Has Come!,series,2
Q27952702,Kim Jung-hyun,"Kim Jung-hyun (actor, born 1990)",Q100605045,Mr. Queen,series,3
Q27952702,Kim Jung-hyun,"Kim Jung-hyun (actor, born 1990)",Q126490051,Iron Family,series,3
Q27952702,Kim Jung-hyun,"Kim Jung-hyun (actor, born 1990)",Q65258113,Crash Landing on You,series,3
Q27954035,Kim Sae-byuk,Kim Sae-byuk,Q116233325,Queenmaker,series,1
Q29876894,Arin,Arin (singer),Q110890248,Alchemy of Souls,series,1
Q30014912,Hwang Min-hyun,Hwang Min-hyun,Q110890248,Alchemy of Souls,series,2
Q30014912,Hwang Min-hyun,Hwang Min-hyun,Q115531995,My Lovely Liar,series,2
Q30940775,Jang Mi-kwan,Jang Mi-kwan,Q110638048,Black Knight,series,1
Q51885016,Bae Yoon-kyung,Bae Yoon-kyung,Q106466324,The King's Affection,series,3
Q51885016,Bae Yoon-kyung,Bae Yoon-kyung,Q113994390,Crash Course in Romance,series,3
Q51885016,Bae Yoon-kyung,Bae Yoon-kyung,Q123495072,Wedding Impossible,series,3
Q16080834,Nam Kyung-eup,,Q110443756,Military Prosecutor Doberman,series,3
Q16080834,Nam Kyung-eup,,Q110638048,Black Knight,series,3
Q16080834,Nam Kyung-eup,,Q65258113,Crash Landing on You,series,3
Q18685364,Hur Jung-do,,Q110244733,Reborn Rich,series,2
Q18685364,Hur Jung-do,,Q113994390,Crash Course in Romance,series,2
Q27953263,Yu In-hyeok,,Q110638048,Black Knight,series,1
Q28699625,Heo Hyung-kyu,,Q110638048,Black Knight,series,1
Q55733450,Lee A-jin,,Q113994390,Crash Course in Romance,series,1
Q98140317,Kim Da-huin,,Q113994390,Crash Course in Romance,series,1
Q102356046,Do-Hyung Kim,,Q116972275,In the Name of God: A Holy Betrayal,film,1
Q115783479,Han Su-a,,Q133575909,Noise,film,1
Q116006877,Lee So-e,,Q113197148,The Glory,series,1
Q117133985,Zo Zee-an,,Q110638048,Black Knight,series,1
Q119073047,Oh Ji-yul,,Q113197148,The Glory,series,1
Q485308,Lee Chung-ah,Lee Chung-ah,Q114566119,Celebrity,series,3
Q485308,Lee Chung-ah,Lee Chung-ah,Q136510752,Honour,series,3
Q485308,Lee Chung-ah,Lee Chung-ah,Q85975839,Awaken,series,3
Q485966,Kang Min-hyuk,Kang Min-hyuk,Q114566119,Celebrity,series,1
Q486455,Song Seung-heon,Song Seung-heon,Q110638048,Black Knight,series,2
Q486455,Song Seung-heon,Song Seung-heon,Q16256481,Obsessed,film,2
Q486536,Oh Yeon-seo,Oh Yeon-seo,Q108916196,Mad For Each Other,series,5
Q486536,Oh Yeon-seo,Oh Yeon-seo,Q110114981,Café Minamdang,series,5
Q486536,Oh Yeon-seo,Oh Yeon-seo,Q114836415,Men of Plastic,film,5
Q486536,Oh Yeon-seo,Oh Yeon-seo,Q137217475,Positively Yours,series,5
Q486536,Oh Yeon-seo,Oh Yeon-seo,Q41948223,A Korean Odyssey,series,5
Q491371,Ahn Suk-hwan,Ahn Suk-hwan,Q482653,Boys Over Flowers,series,2
Q491371,Ahn Suk-hwan,Ahn Suk-hwan,Q98099408,The Uncanny Counter,series,2
Q491568,Jun Hyo-seong,Jun Hyo-seong,Q114566119,Celebrity,series,1
Q491807,Lee Bo-young,Lee Bo-young,Q115557959,Agency,series,3
Q491807,Lee Bo-young,Lee Bo-young,Q17401474,Pinocchio,series,3
Q491807,Lee Bo-young,Lee Bo-young,Q6911066,More Than Blue,film,3
Q492997,Lee Dong-gun,Lee Dong-gun,Q114566119,Celebrity,series,1
Q493642,Myung Se-bin,Myung Se-bin,Q117035204,Doctor Cha Jung-sook,series,2
Q493642,Myung Se-bin,Myung Se-bin,Q136243480,The Dream Life of Mr. Kim,series,2
Q495407,Yu Jun-sang,Yoo Jun-sang,Q110890248,Alchemy of Souls,series,4
Q495407,Yu Jun-sang,Yoo Jun-sang,Q114056520,The Boys,film,4
Q495407,Yu Jun-sang,Yoo Jun-sang,Q138197878,My Name,film,4
Q495407,Yu Jun-sang,Yoo Jun-sang,Q98099408,The Uncanny Counter,series,4
Q496384,Lee Min-jung,Lee Min-jung,Q115408546,Switch,film,4
Q496384,Lee Min-jung,Lee Min-jung,Q118366920,Villains,series,4
Q496384,Lee Min-jung,Lee Min-jung,Q14480218,White Night,film,4
Q496384,Lee Min-jung,Lee Min-jung,Q482653,Boys Over Flowers,series,4
Q624207,Jung Jin-woon,Jeong Jin-woon,Q116882535,Rebound,film,1
Q625451,Lee Geung-young,Lee Geung-young,Q116233325,Queenmaker,series,11
Q625451,Lee Geung-young,Lee Geung-young,Q15979736,The Pirates,film,11
Q625451,Lee Geung-young,Lee Geung-young,Q20780511,Inside Men,film,11
Q625451,Lee Geung-young,Lee Geung-young,Q24238125,Battleship Island,film,11
Q625451,Lee Geung-young,Lee Geung-young,Q3943872,The Berlin File,film,11
Q625451,Lee Geung-young,Lee Geung-young,Q4656045,A Company Man,film,11
Q625451,Lee Geung-young,Lee Geung-young,Q47073600,Misty,series,11
Q625451,Lee Geung-young,Lee Geung-young,Q6408823,New World,film,11
Q625451,Lee Geung-young,Lee Geung-young,Q6978317,National Security,film,11
Q625451,Lee Geung-young,Lee Geung-young,Q7379627,Runaway,film,11
Q625451,Lee Geung-young,Lee Geung-young,Q73993691,Ashfall,film,11
Q79404329,Ahn Ji-ho,Ahn Ji-ho (actor),Q116882535,Rebound,film,1
Q97213441,Choi Jae-rim,Choi Jae-rim,Q117865066,Lies Hidden in My Garden,series,1
Q97236808,Cha Chung-hwa,Cha Chung-hwa,Q100605045,Mr. Queen,series,2
Q97236808,Cha Chung-hwa,Cha Chung-hwa,Q65258113,Crash Landing on You,series,2
Q104664697,Ahn Dong-goo,Ahn Dong-goo,Q114863982,See You in My 19th Life,series,2
Q104664697,Ahn Dong-goo,Ahn Dong-goo,Q135225888,Last Summer,series,2
Q105705684,Back Joo-hee,Baek Joo-hee,Q133575909,Noise,film,1
Q105706166,Lee Min-jae,Lee Min-jae,Q113994390,Crash Course in Romance,series,1
Q111801829,Roh Yoon-seo,Roh Yoon-seo,Q110625579,20th Century Girl,film,3
Q111801829,Roh Yoon-seo,Roh Yoon-seo,Q110638048,Black Knight,series,3
Q111801829,Roh Yoon-seo,Roh Yoon-seo,Q113994390,Crash Course in Romance,series,3
Q112022853,Kim Hieora,Kim Hieora,Q113197148,The Glory,series,1
Q116690946,Kang Na-eon,Kang Na-eon,Q113994390,Crash Course in Romance,series,1
Q118994218,Ryu Da-in,Ryu Da-in,Q113994390,Crash Course in Romance,series,1
Q236355,Tiffany Young,Tiffany Young,Q110244733,Reborn Rich,series,1
Q449147,Kang Soo-youn,Kang Soo-yeon,Q110629546,JUNG_E,film,1
Q55736701,Keum Sae-rok,Keum Sae-rok,Q114457789,The Interest of Love,series,3
Q55736701,Keum Sae-rok,Keum Sae-rok,Q126490051,Iron Family,series,3
Q55736701,Keum Sae-rok,Keum Sae-rok,Q140289686,Cabriolet,film,3
Q69018456,Yoo Teo,Teo Yoo,Q110646204,Love to Hate You,series,1
Q456609,Kim Ok-vin,Kim Ok-vin,Q110646204,Love to Hate You,series,3
Q456609,Kim Ok-vin,Kim Ok-vin,Q56063639,Arthdal Chronicles,series,3
Q456609,Kim Ok-vin,Kim Ok-vin,Q7939473,Voice,film,3
Q464569,Shin Min-a,Shin Min-a,Q106758556,Hometown Cha-Cha-Cha,series,5
Q464569,Shin Min-a,Shin Min-a,Q110627977,Our Blues,series,5
Q464569,Shin Min-a,Shin Min-a,Q111795729,Our Season,film,5
Q464569,Shin Min-a,Shin Min-a,Q21059581,Oh My Venus,series,5
Q464569,Shin Min-a,Shin Min-a,Q93739098,Diva,film,5
Q464601,Kim Hee-sun,Kim Hee-sun,Q110618833,Remarriage & Desires,series,1
